reference,system
"the modern wildherd of the tundra muskox ( ovibos moschatus ) is native only to the new world ( northern north america and greenland ), and its genetic diversity is notably low. however, like several other megafaunal mammals, muskoxen enjoyed a holarctic distribution during the late pleistocene. to investigate whether collapse in range and loss of diversity might be correlated, we collected mitochondrial sequence data ( hypervariable region and cytochrome b ) from","muskoxen ( oviboschatus haplocephalus ) ist eine ausgestorbene gattung der gliederfüßer, die während des pleistozäns und der letzten kaltzeit lebte. ihr fossiler überreste und reste, die ausschließlich während der kaltzeit abgelagert wurden, sind noch in proben aus nordamerika, südkorea und grönland zu finden."
"patients with mild cognitive impairment ( mci ) represent a risk population for progressing to dementia of the alzheimer type ( dat ). however, clinical criteria do not ensure reliable individual prognosis in these patients. the objective of this longitudinal, prospective study was to examine the value of f-fdg pet of cerebral glucose metabolism and of genetic susceptibility, as defined by an apoe4positive genotype, with regard to the early diagnosis of dat in patients with mci. methods : in 30 patients","die langzeitstudie über cerebrale glucose ( pet ) ist eine prospektive, medizinische studie, die eine untersuchung zum genetischen anteil der möglicherweise bei einer alzheimer-erkrankung auftretenden schädigungen zum vergleich mit anderen erkrankungen wie alzheimer-typ und leichte kognitive störung ( z. b. leichte kognitive behinderung, leichte demenz ) ermöglichte. in der studie wurden sowohl die verarbeitung des blut glucose im gehirn als auch die zugrundeliegenden körperlichen umweltfaktoren untersucht"
"telomere homeostasis is regulated by telomerase and a collection of associated proteins. telomerase is, in turn, regulated by post-translational modifications of the rate-limiting catalytic subunit htert. here we show that disruption of hsp90 by geldanamycin promotes efficient ubiquitination and proteasome-mediated degradation of htert. furthermore, we have used the yeast two-hybrid method to identify a novel ring finger gene ( mkrn1 ) encoding","die homeostase ( altgr. homeosis = festigkeit, selbstbegrenzung ) ist der gleichzeitige abbau der homöostase-proteine ( htert ), die auf dem langen arm des chromosoms 10 bis 11 lokalisiert sind. dieser abbau findet in verschiedenen zellkompartimenten statt, z. b. in der plazenta, der plasmamembran, den zellkernen oder der ribozyme."
"the principle of `` a calorie is a calorie, '' that weight change in hypocaloric diets is independent of macronutrient composition, is widely held in the popular and technical literature, and is frequently justified by appeal to the laws of thermodynamics. we review here some aspects of thermodynamics that bear on weight loss and the effect of macronutrient composition. the focus is the so-called metabolic advantage in low-carbohydrate diets greater weight loss compared to isocaloric diets of different composition. two laws of thermodynamics","die thermodynamik oder die thermodynamik ( von altgriechisch θερμός thermós, deutsch ‚warm ‘, sowie altgriechisch δύναμις dýnamis, deutsch ‚kraft ‘ ) oder wärmelehre ist eine natur- und ingenieurwissenschaftliche disziplin. sie hat ihren ursprung im studium der dampfmaschinen und ging der frage nach, wie man wärme in mechanische arbeit umwandeln kann. dazu beschreibt sie systeme aus hinreichend vielen teilchen und deren zustands"
"the strikingly young age of new variant creutzfeldt-jacob disease ( vcjd ) cases remains unexplained. age dependent susceptibility to infection has been put forward, but differential dietary exposure to contaminated food products in the uk population according to age and sex during the bovine spongiform encephalopathy ( bse ) epidemic may provide a simpler explanation. using recently published estimates of dietary exposure in mathematical models of the epidemiology of the new variant creutzfeldt jacob disease ( vcjd ),","die creutzfeldt-jacob-krankheit oder creutzfeldt-exposure-syndrom ( vcjd ) ist eine durch die creutzfeldt-jacob-krankheit und creutzfeldt-exposure-syndrom verursachte infektionskrankheit. die erkrankung wurde 1977 in großbritannien erstmals von einer gruppe von ärzten beschrieben, die sich während der bovinosis und spongiformen enzephalopathie ( bse ) verbreiteten. die akute creutzfeldt-jacob-krankheit ist ebenfalls bekannt"
"recent advancement in bulk metallic glasses, whose properties are usually superior to their crystalline counterparts, has stimulated great interest in fabricating bulk amorphous steels. while a great deal of effort has been devoted to this field, the fabrication of structural amorphous steels with large cross sections has remained an alchemists dream because of the limited glass-forming ability ( gfa ) of these materials. here we report the discovery of structural amorphous steels that can be cast into glasses with large cross-section","die physical review ist eine wissenschaftliche fachzeitschrift, die von der american physical society und dem american institute of physics veröffentlicht wird. die physical review wurde im jahr 2000 gegründet und erscheint in den physical review-zeitschriften aus dem bereich der festkörperphysik. derzeit werden zwölf ausgaben im jahr veröffentlicht. es werden artikel veröffentlicht, die sich mit festkörperphysik beschäftigen.der impact factor lag im jahr 2014 bei 2,101. nach der statistik des isi web of knowledge wird das journal mit diesem impact factor in der kategorie festkörperphysik an"
"drafting in cetaceans is defined as the transfer of forces between individuals without actual physical contact between them. this behavior has long been surmised to explain how young dolphin calves keep up with their rapidly moving mothers. it has recently been observed that a significant number of calves become permanently separated from their mothers during chases by tuna vessels. a study of the hydrodynamics of drafting, initiated in the hope of understanding the mechanisms causing the separation of mothers and calves during fishing-related activities, is reported here","drafting ( engl. für „ drall “ ) ist ein zoologisches forschungsgebiet, das sich mit der bewegung von neugeborenen delfinen befasst, die ihre mutter wechseln, wenn sie ihre bewegungsrichtung bei wechselnden umgebungen ändern. es ist zum beispiel die bewegung des kindes beim schachen oder beim tanzen, oder die erforschung der bewegungsgleichungen bei windeln, elchen, meeressäugetieren und hasen."
"why everything you know about murphys law is wrong by nick t. spark www.regulus-missile.com and www.eyeballoverload.com los angeles, california i have become the worlds leading expert on murphys law. no really, im serious. you doubtless have heard the law : whatever can go wrong, will go wrong. to some it is a profound statement of philosophy, a reminder that life can be defined just as much by its inherent challenges as anything else. to others however the law is a","das murphyssche gesetz ( engl. : why everything you know about the law, murphys law ) ist ein formulierter ausdruck der rechtswissenschaft, der wörtlich „ alles, was man kennt, passieren wird “ bedeutet. die wörtliche übersetzung lautet : „ whatever can go wrong, will go wrong “ – wobei das gesetz sich meist auf ironische weise mit dem begriff „ verursacher “ auseinandersetzt. normalerweise drückt sich das gesetz so aus, als sei es das einzige, was man über"
"hundreds of papyrus rolls, buried by the eruption of mount vesuvius in 79 ad and belonging to the only library passed on from antiquity, were discovered 260 years ago at herculaneum. these carbonized papyri are extremely fragile and are inevitably damaged or destroyed in the process of trying to open them to read their contents. in recent years, new imaging techniques have been developed to read the texts without unwrapping the rolls. until now, specialists have been unable to view","rolled-up-herculaneum papyri ( abgekürzt : xpct ; deutsch rollgerollte herkunft-papyrus-schriften ) sind im altertum die ersten effizienten verfahren zum lesen antiker texte, bei denen papyrus, ein sogenanntes schriftmaterial, aus mehreren, aufeinander gestapelten blättern besteht. die blätter des papyrus waren auf verschiedenen weise glatt und glänzend. die fächer zwischen den blättern wurden auf verschiedenen weise gezeichnet, zum beispiel mit"
"interferometers capture a basic mystery of quantum mechanics : a single particle can exhibit wave behaviour, yet that wave behaviour disappears when one tries to determine the particles path inside the interferometer. this idea has been formulated quantitatively as an inequality, for example, by englert and jaeger, shimony and vaidman, which upper bounds the sum of the interference visibility and the path distinguishability. such waveparticle duality relations ( wpdrs ) are often thought to","das uncertainty principle ( wpdr ) ist eine theorie der quantenmechanik, die besagt, dass zwischen den zuständen, in denen der beobachter eines systems mit den zuständen, die er wahrscheinlichkeitstheoretisch vorhersagen kann, ein bindeglied besteht. über entropie wird rege diskutiert. die uncertainty principle besagt, dass zwischen den zuständen, in denen der beobachter mit den zuständen, die er wahrscheinlichkeitstheoretisch vorhersagen kann, ein"
"vultures are scavengers that fill a key ecosystem niche, in which they have evolved a remarkable tolerance to bacterial toxins in decaying meat. here we report the first deep metagenomic analysis of the vulture microbiome. through face and gut comparisons of 50 vultures representing two species, we demonstrate a remarkably conserved low diversity of gut microbial flora. the gut samples contained an average of 76 operational taxonomic units ( otus ) per specimen, compared with 5","als vultur microbiome wird die gesamtheit der mikroorganismen bezeichnet, die die tanksphäre des menschlichen körpers bewohnen. in der mikrobiologie gehören die bezeichnung vultur zu den synonymen für mikrobielle organismen. die bezeichnung ist uneinheitlich, vultur microbiome wird jedoch häufig für alle lebewesen verwendet, die eine bestimmte gattung bewohnen. bei den wirbeltieren ist beispielsweise ein blatt von schleimhautproteinen im körper weit verbreitet, die in proteine umgewandel"
"in dynamic locomotory contexts, visual cues often trigger adaptive behaviour by the viewer, yet studies investigating how animals determine impending collisions typically employ either stationary viewers or objects. here, we describe a dynamic situation of visually guided prey pursuit in which both impending prey contact and escape elicit observable adaptive behaviours in the pursuer, a predatory beetle. we investigated which visual cues may independently control opening and closing of the beetle's jaws during chases of prey","prärieschließen ( engl. : jaw closing ) bezeichnet das schließen der jüngeren prärie ( engl. : prey ) und das verschließen ( closing ) der jüngeren prärie mit hilfe von visuellen signalen. im einfachsten fall, bei relativ weit entfernten objekten wie säulen oder großen wagen, passiert die prärieschließung erst plötzlich und unwiderruflich, bei starken prärien kann sie auch unverschlossen bleiben. insbesondere bei großen wagen kommt es dann dazu,"
"the deeply eroded west gondwana orogen is a major continental collision zone that exposes numerous occurrences of deeply subducted rocks, such as eclogites. the position of these eclogites marks the suture zone between colliding cratons, and the age of metamorphism constrains the transition from subduction-dominated tectonics to continental collision and mountain building. here we investigate the metamorphic conditions and age of high-pressure and ultrahigh-pressure eclogites from mali, togo",als subduktion bezeichnet man in der geomorphologie das abtauchen von kontinentalgestein infolge einer abkühlung oder subduktion. sehr oft wird die subduktion auch als das abtauchende gestein bezeichnet.
"properties of human brain tissue change across the lifespan. here we model these changes in the living human brain by combining quantitative magnetic resonance imaging ( mri ) measurements of r1 ( 1/t1 ) with diffusion mri and tractography ( n=102, ages 785 ). the amount of r1 change during development differs between white-matter fascicles, but in each fascicle the rate of development and decline are mirror-symmetric ; the rate of r1 development as the brain approaches maturity predicts the rate of r",die rezeptor-rezeptor-entwicklung ( r1 ) ist die entwicklung des neugeborenen r1 über die zeit hinweg.
"the commensal microbiota is a major regulator of the immune system. the majority of commensal bacteria inhabit the gastrointestinal tract and are known to regulate local mucosal defenses against intestinal pathogens. there is growing appreciation that the commensal microbiota also regulates immune responses at extraintestinal sites. currently, however, it is unclear how this influences host defenses against bacterial infection outside the intestine. microbiota depletion caused significant defects in the early innate response","als commensal microbiota werden verschiedene einzellige mikroorganismen bezeichnet, die im verdauungstrakt von wirbeltieren leben. die wichtigsten dieser mikroorganismen sind bakterien der gattung commensal, die beispielsweise gramnegative bakterien besiedeln, beispielsweise mycobakterien und einzellige parasiten. das commensal microbiota-system ist ein teil des immunsystems der wirbeltiere gegen bakterien und viren."
"research on human social interactions has traditionally relied on self-reports. despite their widespread use, self-reported accounts of behaviour are prone to biases and necessarily reduce the range of behaviours and the number of subjects, that may be studied simultaneously. the development of ever smaller sensors makes it possible to study group-level human behaviour in naturalistic settings outside research laboratories. we used such sensors, sociometers, to examine gender, talkativeness and interaction style in two different contexts.","die sozialpsychologie beschäftigt sich mit dem zusammenhang zwischen menschlichen wechselbeziehungen und dem verhalten. sie ist ein teilgebiet der sozialpsychologie und ein interdisziplinäres fach, das sich mit der fragestellung befasst, wie menschen mit anderen in kontakt treten und interagieren."
"the emergence of distinct populations of cryptococcus gattii in the temperate north american pacific northwest ( pnw ) was surprising, as this species was previously thought to be confined to tropical and semitropical regions. beyond a new habitat niche, the dominant emergent population displayed increased virulence and caused primary pulmonary disease, as opposed to the predominantly neurologic disease seen previously elsewhere. whole-genome sequencing was performed on 118 c. gattii isolates, including the pnw subtypes and the","cryptococcus gattii ist eine art der gattung cryptococcus. sie wurde ursprünglich in den tropischen und subtropischen gebieten südamerikas entdeckt. die population wurde 1968 von dem us-amerikanischen biogenetiker und paläontologen raymond j. brown aufgestellt. sie ist einer der wenigen wirbeltiere, dessen erbinformation über eine ganze pnw-population verfügbar ist."
"it is commonly believed that reddish colour induces warm feelings while bluish colour induces cold feelings. we, however, demonstrate an opposite effect when the temperature information is acquired by direct touch. experiment 1 found that a red object, relative to a blue object, raises the lowest temperature required for an object to feel warm, indicating that a blue object is more likely to be judged as warm than a red object of the same physical temperature. experiment 2 showed that hand colour also affects temperature judgment, with the direction of the effect opposite",in der psychologie bezeichnet die veränderung der farbtemperatur eines gegenstandes mit der abhängigkeit von der temperaturposition einen einfluss auf das temperaturgefühl.
"hymenoptera show a great variation in reproductive potential and nesting behavior, from thousands of eggs in sawflies to just a dozen in nest-provisioning wasps. reduction in reproductive potential in evolutionary derived hymenoptera is often facilitated by advanced behavioral mechanisms and nesting strategies. here we describe a surprising nesting behavior that was previously unknown in the entire animal kingdom : the use of a vestibular cell filled with dead ants in a new spider wasp ( hymenoptera : pompilidae","deuteragenia ossarium ist eine ordnung der insekten, deren vertreter in den 1960er jahren in japan, china und südostasien lebten. deuteragenia ossarium ist die einzige art der gattung deuteragenia. ihr verbreitungsgebiet umfasst tropische bis subtropische gebiete, wie in china, korea und russland. die art deuteragenia sp. findet sich in der gattung deuteragenia ustera in der unterfamilie pepsinae innerhalb der familie der glattnasen-"
"a hearing sensation arises when the elastic basilar membrane inside the cochlea vibrates. the basilar membrane is typically set into motion through airborne sound that displaces the middle ear and induces a pressure difference across the membrane. a second, alternative pathway exists, however : stimulation of the cochlear bone vibrates the basilar membrane as well. this pathway, referred to as bone conduction, is increasingly used in headphones that bypass the ear canal and the middle ear. furthermore,","die cochlea ( griech. coula, chlea = knochen ) ist der knöcherne kern des hörorgans des menschen. die cochlea ist bei den meisten tieren ( einschließlich des menschen ) der hörbauch. beim menschen ist sie etwa 0,1 mm dick, vibrativ und bis zu 2 mm breit. die cochlea besteht aus einer weißen bis roten schichtung des knöchernen kerns, des basilarknochens. die größe der cochlea wird als cochle"
"objective to estimate the prevalence and clinical severity of whooping cough ( pertussis ) in school age children presenting with persistent cough in primary care since the introduction and implementation of the preschool pertussis booster vaccination. design prospective cohort study ( november 2010 to december 2012 ). setting general practices in thames valley, uk. participants 279 children aged 5 to 15 years who presented in primary care with a persistent cough of two to eight weeks duration. exclusion criteria were cough likely to","die pertussis-empfängnisverhütung ist eine infektionskrankheit, die häufig im kindesalter auftritt. pertussis ist der oberbegriff für sämtliche infektionskrankheiten, die so genannte pertussis, einschließlich der infektion mit pertusse-toxin ( ptt ). dieser artikel beschreibt die aktuelle epidemiologie der pertussis."
"frogs are well-known to capture elusive prey with their protrusible and adhesive tongues. however, the adhesive performance of frog tongues and the mechanism of the contact formation with the prey item remain unknown. here we measured for the first time adhesive forces and tongue contact areas in living individuals of a horned frog ( ceratophrys sp. ) against glass. we found that ceratophrys sp. generates adhesive forces well beyond its own body weight. surprisingly, we","froschzungen sind eine phänomenologische größe, die in der physik und anwendungsbiologie zur beschreibung von bewegungen von froschfröschen verwendet wird. anhand der wissenschaftlichen messungen kann abgeschätzt werden, wie stark die wirkung auf den organismus wirkt."
"do people judge hurricane risks in the context of gender-based expectations? we use more than six decades of death rates from us hurricanes to show that feminine-named hurricanes cause significantly more deaths than do masculine-named hurricanes. laboratory experiments indicate that this is because hurricane names lead to gender-based expectations about severity and this, in turn, guides respondents preparedness to take protective action. this finding indicates an unfortunate and unintended consequence of the gendered naming of hurrica","der männlichkeitsindex ( auch mannigfaltigkeitsindex oder mfi ) ist in der schifffahrts- und raumfahrtstatistik eine kennzahl für hurrikane, die aus der anzahl der männlichen mitglieder eines teams errechnet wird. der mfi wird unter anderem verwendet, um die männlichkeit von häusern zu beurteilen."
"coronaviruses raise serious concerns as emerging zoonotic viruses without specific antiviral drugs available. here we screened a collection of 16671 diverse compounds for anti-human coronavirus 229e activity and identified an inhibitor, designated k22, that specifically targets membrane-bound coronaviral rna synthesis. k22 exerts most potent antiviral activity after virus entry during an early step of the viral life cycle. specifically, the formation of double membrane vesicles ( dmvs ), a hallmark of corona","ein inhibitor k22 ist ein rna-inhibitor, der die replikation von rna-viren gegen coronaviren hemmt."
"a tissue-engineered oesophageal scaffold could be very useful for the treatment of pediatric and adult patients with benign or malignant diseases such as carcinomas, trauma or congenital malformations. here we decellularize rat oesophagi inside a perfusion bioreactor to create biocompatible biological rat scaffolds that mimic native architecture, resist mechanical stress and induce angiogenesis. seeded allogeneic mesenchymal stromal cells spontaneously differentiate ( proven by gene-","oesophagi ist die bezeichnung für knochen-zell-masken-engineering. es ist eine biochemische methode zur entfernung von zellen aus dem bindegewebe von nagetieren. das oesophagi-gewebe besteht aus bindegewebe, die sich in epithelien und schleimhäuten zu einem deutlich verdickten epithelgewebe vereinen lässt."
"with a current estimate of ~1,000 million tons, mesopelagic fishes likely dominate the world total fishes biomass. however, recent acoustic observations show that mesopelagic fishes biomass could be significantly larger than the current estimate. here we combine modelling and a sensitivity analysis of the acoustic observations from the malaspina 2010 circumnavigation expedition to show that the previous estimate needs to be revised to at least one order of magnitude higher. we show that there is a close relationship between the open ocean fishes","die fisch biomasse des mesopelagischen fisches wird üblicherweise in gewichts- und massenverhältnissen ( kg/m3 ) angegeben. die fisch biomasse ist die bedeutendste größe für die fischproduktion in den ozeanen. mit einer geschätzten entfernung von mehreren milliarden tonnen ist sie eines der größten fischbestände der erde. die angaben zur fischproduktion variieren beständig in abhängigkeit von der größe des habitats, das die fisher biomasse misst. vor allem die"
"without baseline human immunity to the emergent avian influenza a ( h7n9 ) virus, neuraminidase inhibitors are vital for controlling viral replication in severe infections. an amino acid change in the viral neuraminidase associated with drug resistance, na-r292k ( n2 numbering ), has been found in some h7n9 clinical isolates. here we assess the impact of the na-r292k substitution on antiviral sensitivity and viral replication, pathogenicity and transmis","oseltamivir-resistenz ist die resistenz des menschlichen immunsystems gegen das influenza-a-virus a ( h7n9 ). oseltamivir-resistenz zeigt sich auch in situationen, in denen die übertragung des influenza-a-virus nur beschränkt möglich oder gar nicht möglich ist."
"substantial quantities of small plastic particles, termed microplastic, have been found in many areas of the world ocean, and have accumulated in particularly high densities on the surface of the subtropical gyres. while plastic debris has been documented on the surface of the north pacific subtropical gyre ( npsg ) since the early 1970s, the ecological implications remain poorly understood. organisms associated with floating objects, termed the rafting assemblage, are an important component of the npsg ecosystem",plastic-ingestion ( zu deutsch ‚plastische ingestion ‘ ) ist die ingegestion von plastic-teilchen oder polyethylen-halbzähnen durch tierische bzw. pflanzliche lebewesen. analoges gilt bei der ingestion von kohlenhydraten und anderen unverdaulichen substanzen wie beispielsweise kohlenhydraten.
"oral infections have a strong ethnic predilection ; suggesting that ethnicity is a critical determinant of oral microbial colonization. dental plaque and saliva samples from 192 subjects belonging to four major ethnicities in the united states were analyzed using terminal restriction fragment length polymorphism ( t-rflp ) and 16s pyrosequencing. ethnicity-specific clustering of microbial communities was apparent in saliva and subgingival biofilms, and a machine-learning classifier was capable of identifying an individuals et","unter dem begriff ethnik wird in der medizin die bezeichnung für bestimmte mikrobielle abgrenzungen verstanden, die auf die bevölkerung, soziale gruppe oder ethnie bezogen sind. derzeit sind überwiegend marker im bereich der medizin zu finden, die beschreiben, welche merkmale bestimmte organismen aufweisen und wie sie mit der qualität der lebensäußerungen ( z. b. nahrungsmittel, speiseröhre, schleimhaut ) einhergehen. daneben wird unterschieden"
"the electroencephalogram ( eeg ) reflects brain electrical activity. a flat ( isoelectric ) eeg, which is usually recorded during very deep coma, is considered to be a turning point between a living brain and a deceased brain. therefore the isoelectric eeg constitutes, together with evidence of irreversible structural brain damage, one of the criteria for the assessment of brain death. in this study we use eeg recordings for humans on the one hand, and on the other hand double simultaneous intracellular recordings in the","das elektroenzephalogram ( eeg ) ( von altgriechisch ἐγκέφαλος enképhalos, deutsch ‚gehirn ‘, γράφειν gráphein, deutsch ‚schreiben ‘ ) ist eine graphische darstellung der summierten elektrischen aktivität des gehirns. das eeg ist neben dem elektroenzephalogramm ( ebenfalls eeg ) und dem pulmonalen eeg eines der drei verfahren des eeg."
"understanding the compatibility between spider silk and conducting materials is essential to advance the use of spider silk in electronic applications. spider silk is tough, but becomes soft when exposed to water. here we report a strong affinity of amine-functionalised multi-walled carbon nanotubes for spider silk, with coating assisted by a water and mechanical shear method. the nanotubes adhere uniformly and bond to the silk fibre surface to produce tough, custom-shaped, flexible and electrically conduct",seide-ss-beschichtung ist ein verfahren zur ein- oder beidseitigen beschichtung von seidefasern mit hilfe von einstreufrieren. es wurde in den 1970er jahren vom unternehmen seidewerk entwickelt.
"we recently characterized 24-hr daily rhythmic patterns of gene expression in anopheles gambiae mosquitoes. these include numerous odorant binding proteins ( obps ), soluble odorant carrying proteins enriched in olfactory organs. here we demonstrate that multiple rhythmically expressed genes including obps and takeout proteins, involved in regulating blood feeding behavior, have corresponding rhythmic protein levels as measured by quantitative proteomics. this includes agamobp1, previously shown as important","die blutgenährungsallergie ( englisch blood feeding preference, ddp ) ist ein phänomen, das bei infektionen mit mikroorganismen auftritt, beispielsweise bei schimmelpilzen und mukoviszidose."
"progress in realizing the si second had multiple technological impacts and enabled further constraint of theoretical models in fundamental physics. caesium microwave fountains, realizing best the second according to its current definition with a relative uncertainty of 24 10. when the international system of units was formalized in 1960, the definition of the second was still derived from an astronomical reference, the ephemeris time. following the measurement are proved to agree within their accuracy budget. secondly, we demonstrate a reproduc","die titan-nebel-uhr ist eine optische uhr, die im rahmen des internationalen einheitensystems ( si ) als aufwendig angesehen wird. sie wurde mit der titan-nebel-uhr, die im jahre 1977 von der si-einheit titan ( m ) abgelöst wurde, im jahre 1982 von der si-einheit wolfram ( m ) abgelöst."
"sophisticated cognitive abilities have been documented in honeybees, possibly an aspect of their complex sociality. in vertebrates brain asymmetry enhances cognition and directional biases of brain function are a putative adaptation to social behaviour. here we show that honeybees display a strong lateral preference to use their right antenna in social interactions. dyads of bees tested using only their right antennae ( ra ) contacted after shorter latency and were significantly more likely to interact positively ( proboscis extension ) than were",das gleichheitsmerkmal ist bei honigbienen und honigbienen von besonderer bedeutung für das verständnis der sozialen beziehungen.
"females have often been shown to exhibit preferences for certain male traits. however, little is known about behavioural rules females use when searching for mates in their natural habitat. we investigated mate sampling tactics and related costs in the territorial strawberry poison frog ( oophaga pumilio ) possessing a lek-like mating system, where both sequential and simultaneous sampling might occur. we continuously monitored the sampling pattern and behaviour of females during the complete period between two successive matings. we found no evidence","o. pumilio ist eine ausgestorbene art der froschlurche ( salmonidae ). sie wurde in mittelmeerraum, zur untersuchung von feldern beim schnee- und schussfang entdeckt."
