reference,system
"basic english oder einfaches englisch ist eine von charles kay ogden geschaffene vereinfachte form der englischen sprache mit stark verkleinertem vokabular. die englischvariante wird manchmal auch als plansprache bezeichnet, da diese form des englischen einst als welthilfssprache dienen sollte. es ist nicht mit dem formal ähnlichen, jedoch für ein sehr spezielles anwendungsgebiet geschaffenen simplified english zu verwechseln. basic ist die abkürzung für british american scientific international commercial (","basic english ( englisch basic english ) ist eine sprachfamilie, die sich mit der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der grammatik, der"
"randori ( japanisch 乱取り, wörtlich : das chaos nehmen ) ist eine übungsform des kampfes im budō, den japanischen kampfkünsten. sinngemäß steht dabei der übungskampf randori dem shiai − dem eigentlichen wettkampf − gegenüber. beim randori geht es nicht um gewinnen oder verlieren, sondern darum die zuvor erlernten techniken im fluss des kampfes anwenden zu lernen.","randori ( jap. randori ), auch randori genannt, ist eine übung, bei der ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner, ein gegner"
"die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile lower manhattan ( chinatown ) und brooklyn miteinander verbindet. die am 31. dezember 1909 eröffnete, aber erst einige monate später fertiggestellte brücke war nach der brooklyn bridge und der williamsburg bridge die letzte der drei über den east river gebauten hängebrücken. auf ihren zwei ebenen hat sie heute insgesamt vier gleise der new york","die brooklyn-queens expressway ( englisch manhattan expressway ) war eine us-amerikanische bahnbrücke, die zwischen brooklyn und williamsburg verbindet."
"über sinn und bedeutung ist ein 1892 erschienener aufsatz von gottlob frege. frege erläutert darin die grundbegriffe seiner sprachphilosophie. die abhandlung wurde auch in der linguistik, speziell in der semantik, rezipiert ( vgl. lyons 1980 ).","der begriff sinn ( auch sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn, sinn,"
"leon schidlowsky ( * 21. juli 1931 in santiago de chile ) ist ein chilenisch-israelischer komponist und maler. er schreibt werke für orchester, kammerensemble, chor und für einzelne instrumente. außerdem komponierte er ca. 65 musikalische werke mit graphischer notation. seine musikalischen werke wurden in verschiedenen ländern aufgeführt. durch verschiedene musikalische gruppierungen, solisten und orchester sowie dirigenten wurden seine werke","der jüdische sprachgebrauch, auch sprachgebrauch, sprachgebrauch oder sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprachgebrauch, sprach"
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","die mikrobiologie ist ein teilgebiet der mikrobiologie. sie beschäftigt sich mit der biologie und der biologie. die mikrobiologie beschäftigt sich mit der biologie und der biologie. die mikrobiologie beschäftigt sich mit der biologie und der biologie. die mikrobiologie beschäftigt sich mit der biologie, der biologie, der biologie, der biologie, der biologie, der biologie, der biologie, der biologie, der biologie, der biologie, der biologie, der biologie"
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.","die aleph-funktion, auch aleph-funktion oder aleph-funktion genannt, ist eine funktion, die in der mathematik verwendet wird."
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre","der roter-kamm-krater ist ein krater, der in einer tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen"
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. süd",die stadt valletta ist eine stadt in der stadt valletta. sie befindet sich in der stadt valletta.
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","der begriff affirmative action ( englisch affirmative action ) bezeichnet in der wirtschaftswissenschaft die entscheidung, dass eine bestimmte gruppe von menschen in einem bestimmten beruf, einem beruf oder einem beruf, einem beruf, einem beruf, einem beruf, einem beruf, einem beruf, einem beruf, einem beruf, einem beruf, einem beruf, einem beruf, einem beruf,"
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biographische forschung ( auch biographische forschung ) ist ein forschungsgebiet der sozialwissenschaften. sie beschäftigt sich mit der untersuchung von verhaltensweisen, verhaltensweisen, verhaltensweisen und verhaltensweisen. die biographische forschung beschäftigt sich mit der untersuchung von verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen und verhaltensweisen."
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","alan nikolajewitsch starbinsky ( russisch алексей николаевич старобинский, wiss. transliteration alan nikolajewitsch starbinsky ) ist ein russisch-us-amerikanischer physiker, der sich mit der theorie der kosmischen inflation befasst."
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","die makroevolution ( auch makroevolution ) bezeichnet in der evolutionsbiologie die entwicklung von organismen, insbesondere in der evolutionsbiologie, insbesondere in der evolutionsbiologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie, in der biologie,"
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt","ein boss key ( auch : boss key ) ist ein begriff aus der informatik. es handelt sich dabei um einen schlüssel, bei dem ein einzelner benutzer einen bestimmten zeitpunkt auf einem bestimmten zeitpunkt auf einem bestimmten zeitpunkt auf einem bestimmten zeitpunkt auf einem bestimmten zeitpunkt auf einem bestimmten zeitpunkt auf einem bestimmten zeitpunkt auf einem bestimmten zeitpunkt aufweist."
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄",das kamland-zen-experiment ( auch kamland-zen-experiment oder kamland-zen-experiment genannt ) ist ein experiment zur untersuchung von neutrinos.
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( intervention",das european commissioner for agriculture ( cap ) ist ein politisches konzept der europäischen kommission für landwirtschaft. es wurde 1992 von ray macsharry und ray macsharry gegründet.
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","richard bomis ( * 7. august 1941 in huntsville, alabama ) ist ein us-amerikanischer rechtswissenschaftler."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,erythronium japonicum ( erythronium japonicum ) ist eine pflanzenart aus der gattung der erythronium ( erythronium ) innerhalb der familie der erythroniumgewächse ( erythronium ) innerhalb der familie der erythroniumgewächse ( erythronium ) innerhalb der familie der erythroniumgewächse ( erythroniumaceae ).
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung",die sterile insekten ( auch sterile insekten ) sind eine methode zur erzeugung von sterilen insekten. sie wurden von raymond bushland und raymond bushland und raymond bushland entwickelt. sie wurden in den 1950er jahren von raymond bushland und raymond bushland und raymond bushland entwickelt.
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe","ein schallrohr ist ein schallrohr, das durch einen schall erzeugt wird. es handelt sich um einen schallrohr, bei dem ein schallrohr mit einem schallrohr erzeugt wird. die schallrohre werden auch als schallrohr bezeichnet. die schallrohre werden auch als schallrohr bezeichnet. die schallrohre werden auch als schallrohr bezeichnet. die schallrohre werden auch als schallrohr bezeichnet. die schallrohre werden auch als"
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",die hylotrupes bajulus ( hylotrupes bajulus ) ist eine pflanzenart aus der gattung hylotrupes.
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analoges signal ist ein signal, das in einem analogen signal erzeugt wird. es handelt sich dabei um einen elektrischen signal, der in einem analogen signal erzeugt wird. analoge signale werden auch als analoge signale bezeichnet. analoge signale werden auch als analoge signale bezeichnet. analoge signale werden auch als analoge signale bezeichnet. analoge signale werden auch als analoge signale bezeichnet. analoge signale werden auch als analoge signale be"
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu",die personal information management ( pim ) ist ein konzept für die nutzung von daten in einem datenraum. es handelt sich dabei um eine erweiterung der personal information management ( pim ).
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",die russula densifolia ( russula densifolia ) ist eine pflanzenart aus der gattung der russulen ( russula ) innerhalb der familie der mycorrhizalgewächse ( mycorrhizalgewächse ) innerhalb der familie der mycorrhizalgewächse ( mycorrhizalgewächse ) innerhalb der familie der mycorrhizalgewächse ( mycorrhizalgewächse ).
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen","die amaurose fugax ist eine seltene erkrankung, die in der medizinischen fachliteratur auch als angiospasmus bezeichnet wird. sie ist eine sehr seltene erkrankung."
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und westeuropa im","der begriff 8.2-kilojahr-ereignis ( auch : 8.2-kilojahr-ereignis ) bezeichnet in der meteorologie die ereignisse, bei denen die ereignisse in der ozeanischen ozeanischen ozeanischen ozeanischen ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozeanische ozean"
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","api-test ( englisch api testing ) ist ein verfahren zur automatisierung von prozessen. api-test ist ein verfahren zur automatisierung von prozessen. api-test ist ein verfahren zur automatisierung von prozessen. api-test ist ein verfahren zur automatisierung von prozessen. api-test dient dazu, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse,"
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun",der haupthaus birklehof ist eine pädagogische schule in breitnau.
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen",die hilbert-transformation ( auch hilbert-transformation oder hilbert-transformation genannt ) ist eine methode zur erzeugung von diskreten funktionen. sie dient zur erzeugung von diskreten funktionen. die hilbert-transformation ist eine methode zur erzeugung von diskreten funktionen. die hilbert-transformation ist eine methode zur erzeugung von diskreten funktionen.
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","ein linearer operator ( auch linearer operator ) ist ein begriff aus der mathematik, der sich mit der geometrie und der geometrie befasst."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","ein barker-code ( auch barker-code oder barker-code genannt ) ist ein algorithmus, das in der signaltechnik verwendet wird."
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.",meloxikam ist ein arzneistoff aus der gruppe der nSAID. es ist ein arzneistoff aus der gruppe der nSAID.
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab 1979 am","peter knight, auch peter knight, ist ein us-amerikanischer optiker, der sich mit quantenoptik und quantenoptik befasst."
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","der sonnensystem ( auch sonnensystem oder sonnensystem genannt ) ist ein sonnensystem, das sich im sternbild sonnensystem befindet. der sonnensystem befindet sich im sternbild sonnensystem. der sonnensystem befindet sich im sternbild sonnen."
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1,",der triangle property ( englisch triangle property ) ist ein begriff aus der informatik. er bezeichnet einen algorithmus zur bestimmung der anzahl der wörter.
"carolina michaëlis de vasconcelos ( * 15. märz 1851 als karoline michaelis in berlin ; † 18. november 1925 in porto ) war eine deutsche und portugiesische romanistin, sie wird zu den gelehrtesten philologen der hispanistik und lusitanistik gezählt. karoline michaelis war mit dem portugiesischen historiker sowie kunst- und musikschriftsteller joaquim antónio da fonseca de vasconcelos verheiratet.",michaelis michaëlis ( * 12. juni 1874 in berlin ; † 11. november 1925 in porto ) war eine portugiesische schriftstellerin. sie gilt als einer der bedeutendsten portugiesischen schriftstellerin.
"geosat ( geodetic satellite ) war ein erdbeobachtungssatellit der us navy, der mit einem radar-altimeter ausgerüstet war und der satellitengeodäsie und der ozeantopographie diente. der satellit wurde am 12. märz 1985 auf einer abgerüsteten und zum satellitenträger umgebauten atlas-e-interkontinentalrakete von der vandenberg afb in einen polaren erdorbit ( 757 × 814 km, 108,1° ) gestartet.","gfo ist eine us-amerikanische raumfahrtmission, die vom us-amerikanischen us-amerikanischen raumfahrtkonzern geosat entwickelt wurde. sie wurde am 10. februar 1998 von der us-amerikanischen raumfahrtbehörde u.s. navy entdeckt. gfo wurde am 10. februar 1998 von der us-amerikanischen raumfahrtbehörde u.s. navy entdeckt."
"das dahomey gap ( auch dahomey corridor ) ist eine trockenzone an der guineaküste westafrikas, die sich von südost-togo und mittel-benin bis nach west-nigeria erstreckt. sie schließt sich an eine küstennahe trockenzone im bereich ghanas und togos ( ghana dry zone ) an und bildet einen fast waldfreien savannen-korridor, der zwischen westlich und östlich davon liegenden immergrünen tropischen regenwäldern eingebette",der dahomey-gang ist ein gebirgsgang zwischen südafrika und südafrika. der dahomey-gang liegt im nordwesten des südafrikanischen ozeans.
"die amman citadel inscription ist eine inschrift in ammonitischer sprache, die 1961 auf dem zitadellenhügel von amman, dem dschebel al-qala'a, in einem eisenzeitlichen kontext gefunden wurde. die inschrift befindet sich heute im archäologischen museum in amman.","die ṭēt ( arabisch ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg"
"ein gewässer ist in der natur fließendes oder stehendes wasser. es ist in den natürlichen wasserkreislauf eingebunden. die lehre von den oberirdischen gewässern ist die hydrologie, eingeteilt in limnologie ( binnengewässerkunde ) und ozeanografie ( meereskunde ). die lehre von den unterirdischen gewässern ist die hydrogeologie.","ein meeresbecken ( auch meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken, meeresbecken,"
"die eröffnung ist die erste phase einer schachpartie. sie umfasst etwa die ersten 10 bis 15 züge einer partie und endet nach der entwicklung der figuren ; es schließt sich das mittelspiel an. je nachdem, welche steine zuerst gezogen werden, spricht man von einer offenen, halboffenen oder geschlossenen partie.","ein hakenspiel ist ein spielspiel, bei dem ein spieler einen bestimmten raum in einem bestimmten raum spielt. es handelt sich dabei um einen spiel, bei dem ein spieler einen bestimmten raum in einem bestimmten raum spielen kann. der begriff steht für „ hakenspiel “, „ hakenspiel “, „ hakenspiel “, „ hakenspiel “, „ hakenspiel “, „ hakenspiel “, „ hakenspiel “, „"
