reference,system
"the modern wildherd of the tundra muskox ( ovibos moschatus ) is native only to the new world ( northern north america and greenland ), and its genetic diversity is notably low. however, like several other megafaunal mammals, muskoxen enjoyed a holarctic distribution during the late pleistocene. to investigate whether collapse in range and loss of diversity might be correlated, we collected mitochondrial sequence data ( hypervariable region and cytochrome b ) from","muskoxen ist eine ausgestorbene gattung der megafaunatiere, die vor allem durch die wiederentdeckung der doppelrelikte der gattung ovibos bekannt wurde. die gattungsbezeichnung muskoxen wird sowohl für den mittelmeer- als auch den nordostasiatischen kontinent verwendet. der anteil an modernen muskoxen wird auf etwa 44,000 yrbp geschätzt. nachgewiesene molekulare untersuchungen ergaben, dass sich die genetische vielfalt der gattung muskoxen im laufe des pleistoz"
"patients with mild cognitive impairment ( mci ) represent a risk population for progressing to dementia of the alzheimer type ( dat ). however, clinical criteria do not ensure reliable individual prognosis in these patients. the objective of this longitudinal, prospective study was to examine the value of f-fdg pet of cerebral glucose metabolism and of genetic susceptibility, as defined by an apoe4positive genotype, with regard to the early diagnosis of dat in patients with mci. methods : in 30 patients","die leichte kognitive störung ( pet ) ( engl. : mild cognitive impairment, mci ) ist eine bezeichnung für eine experimentelle neurobiologische untersuchungsmethode, die patienten mit leichten kognitiven störungen, beginnend mit dem alzheimer-typ-stadium, in eine diagnose brachte. pet ist ein kunstwort, das sich aus den englischen wörtern für „ leichte kognitive störung “ und der englischen bezeichnung für „ leichte kognitive störung “ abgeleitet hat. die unter"
"telomere homeostasis is regulated by telomerase and a collection of associated proteins. telomerase is, in turn, regulated by post-translational modifications of the rate-limiting catalytic subunit htert. here we show that disruption of hsp90 by geldanamycin promotes efficient ubiquitination and proteasome-mediated degradation of htert. furthermore, we have used the yeast two-hybrid method to identify a novel ring finger gene ( mkrn1 ) encoding",die telomere-homeostase ist die kontrolle der längenkontraktion zwischen htert und telomerase. die telomere-homeostase ist der nachweis für die enzymaktivität von htert.
"the principle of `` a calorie is a calorie, '' that weight change in hypocaloric diets is independent of macronutrient composition, is widely held in the popular and technical literature, and is frequently justified by appeal to the laws of thermodynamics. we review here some aspects of thermodynamics that bear on weight loss and the effect of macronutrient composition. the focus is the so-called metabolic advantage in low-carbohydrate diets greater weight loss compared to isocaloric diets of different composition. two laws of thermodynamics","ein kaloriearmes lebensmittel ist ein lebensmittel, das ein bestimmtes zuckergehalt ( eine sogenannte kalorie ) enthält. die bezeichnung kalorie leitet sich aus dem lateinischen wort „ calor “ ab, das wörtlich „ calorie “ bedeutet, wörtlich also „ calorie “. im rahmen der kalorienlehre wird eine kalorie als energiequelle angesehen. diese lehre wird in der medizin als thermologie ( v. a. neurologie, biochemie und physiologie ) und in der"
"the strikingly young age of new variant creutzfeldt-jacob disease ( vcjd ) cases remains unexplained. age dependent susceptibility to infection has been put forward, but differential dietary exposure to contaminated food products in the uk population according to age and sex during the bovine spongiform encephalopathy ( bse ) epidemic may provide a simpler explanation. using recently published estimates of dietary exposure in mathematical models of the epidemiology of the new variant creutzfeldt jacob disease ( vcjd ),",die altersabhängige suszeptibilität/expossregel ist eine risikofunktion in der epidemiologie der durch die creutzfeldt-jacob-krankheit ( vcjd ) verursachten bockenförmigen infektionskrankheit. sie ist der sog. „ altersabhängige “ suszeptibilitätsregulator.
"recent advancement in bulk metallic glasses, whose properties are usually superior to their crystalline counterparts, has stimulated great interest in fabricating bulk amorphous steels. while a great deal of effort has been devoted to this field, the fabrication of structural amorphous steels with large cross sections has remained an alchemists dream because of the limited glass-forming ability ( gfa ) of these materials. here we report the discovery of structural amorphous steels that can be cast into glasses with large cross-section","die physics review ist eine wissenschaftliche zeitschrift, die seit 1999 von der american physical society herausgegeben wird. die erste physikzeitschrift erschien im jahr 1923. derzeit erscheint die zeitschrift monatlich. es werden artikel veröffentlicht, die sich mit physik beschäftigen.der impact factor lag im jahr 2014 bei 1,298. nach der statistik des isi web of knowledge wird das journal mit diesem impact factor in der kategorie physik an 59. stelle von 157 zeitschriften, in der kategorie nanowissenschaften, angeführt."
"drafting in cetaceans is defined as the transfer of forces between individuals without actual physical contact between them. this behavior has long been surmised to explain how young dolphin calves keep up with their rapidly moving mothers. it has recently been observed that a significant number of calves become permanently separated from their mothers during chases by tuna vessels. a study of the hydrodynamics of drafting, initiated in the hope of understanding the mechanisms causing the separation of mothers and calves during fishing-related activities, is reported here","drafting ( von englisch draft „ aufnahme “, „ anfertigung “ ) ist ein begriff aus der biologie und der verhaltensbiologie, der in der literatur nicht einheitlich verwendet wird."
"why everything you know about murphys law is wrong by nick t. spark www.regulus-missile.com and www.eyeballoverload.com los angeles, california i have become the worlds leading expert on murphys law. no really, im serious. you doubtless have heard the law : whatever can go wrong, will go wrong. to some it is a profound statement of philosophy, a reminder that life can be defined just as much by its inherent challenges as anything else. to others however the law is a","das murphys-gesetz ist ein von rudolf henry van der waer ( 1848–1923 ) formuliertes gesetz der theoretischen physik. es besagt, dass alles, was nicht im murphys-gesetz liegt, im wesentlichen falsch ist : was nicht im murphys-gesetz liegt, kommt es nicht im murphys-gesetz selbst vor. das murphys-gesetz ist ein hinweis auf die art und weise, wie komplexe phänomene mit komplexen gesetzmäßigkeiten im zusammenhang stehen."
"hundreds of papyrus rolls, buried by the eruption of mount vesuvius in 79 ad and belonging to the only library passed on from antiquity, were discovered 260 years ago at herculaneum. these carbonized papyri are extremely fragile and are inevitably damaged or destroyed in the process of trying to open them to read their contents. in recent years, new imaging techniques have been developed to read the texts without unwrapping the rolls. until now, specialists have been unable to view","rolled-up-papyri ( engl. rolled-up „ rollen gerollt “ ) sind papyrus- rolls, die von einem vulkanausbruch im südlichen pazifik im jahr 79 n. chr. ausgelöst wurden. es handelt sich dabei um carbonisierte papyri, die aus verschiedenen schichten des herculaneum-vulkans geformt wurden. sie sind sehr fragil und werden in der methode der schriftforschung zerstört."
"interferometers capture a basic mystery of quantum mechanics : a single particle can exhibit wave behaviour, yet that wave behaviour disappears when one tries to determine the particles path inside the interferometer. this idea has been formulated quantitatively as an inequality, for example, by englert and jaeger, shimony and vaidman, which upper bounds the sum of the interference visibility and the path distinguishability. such waveparticle duality relations ( wpdrs ) are often thought to","die korrelationsrelationen der quantenmechanik ( engl. waveparticle duality relation, wpdr ) sind beziehungen zwischen den bereichen der quantenmechanik einerseits und der theorie der interferenz andererseits."
"vultures are scavengers that fill a key ecosystem niche, in which they have evolved a remarkable tolerance to bacterial toxins in decaying meat. here we report the first deep metagenomic analysis of the vulture microbiome. through face and gut comparisons of 50 vultures representing two species, we demonstrate a remarkably conserved low diversity of gut microbial flora. the gut samples contained an average of 76 operational taxonomic units ( otus ) per specimen, compared with 5","vultures ist eine gattung der wirbeltiere ( vertebrata ). die bis zu 40 arten sind hauptsächlich in nordamerika verbreitet. zu ihnen gehören coragyps atratus ( black vulture ), cathartes aura ( turkey vulture ) und fusobacteria."
"in dynamic locomotory contexts, visual cues often trigger adaptive behaviour by the viewer, yet studies investigating how animals determine impending collisions typically employ either stationary viewers or objects. here, we describe a dynamic situation of visually guided prey pursuit in which both impending prey contact and escape elicit observable adaptive behaviours in the pursuer, a predatory beetle. we investigated which visual cues may independently control opening and closing of the beetle's jaws during chases of prey","jawsöffnung und schließung ( englisch jaw opening and closing ) sind zwei begriffe aus der verhaltensforschung und beschreiben den vorgang des eindringens und herausziehens von prädatoren oder konkurrenten durch das jagdverhalten vieler, insbesondere großer säugetiere. es handelt sich dabei um einen effekt, der es dem tarnungsverhalten von pflanzen und tieren ermöglichen soll. die schließung kann entweder durch den gesamten körper oder einzelne teile der nahrungsmittellinie erfolgen. je nach präferenz der jag"
"the deeply eroded west gondwana orogen is a major continental collision zone that exposes numerous occurrences of deeply subducted rocks, such as eclogites. the position of these eclogites marks the suture zone between colliding cratons, and the age of metamorphism constrains the transition from subduction-dominated tectonics to continental collision and mountain building. here we investigate the metamorphic conditions and age of high-pressure and ultrahigh-pressure eclogites from mali, togo","als deep-continental subduction ( dt. „ tiefer kontinentale subduktion “ ) wird in der erdgeschichte ein zeitraum vom ende des ediacarium bis zum beginn des holozän bezeichnet, welcher eine chronostratigraphische einheit von etwa 60 millionen jahren darstellt. die damit verbundene sukzessive änderung der geomorphischen bedingungen jenseits des jüngsten ediacariums führte zur entstehung zahlreicher bruchgesteine, von denen viele in den letzten 200 millionen jahren aktiv waren"
"properties of human brain tissue change across the lifespan. here we model these changes in the living human brain by combining quantitative magnetic resonance imaging ( mri ) measurements of r1 ( 1/t1 ) with diffusion mri and tractography ( n=102, ages 785 ). the amount of r1 change during development differs between white-matter fascicles, but in each fascicle the rate of development and decline are mirror-symmetric ; the rate of r1 development as the brain approaches maturity predicts the rate of r",die retrogenese ist eine erklärungsmöglichkeit für die entstehung von spezifischen fascikeln im gehirn.
"the commensal microbiota is a major regulator of the immune system. the majority of commensal bacteria inhabit the gastrointestinal tract and are known to regulate local mucosal defenses against intestinal pathogens. there is growing appreciation that the commensal microbiota also regulates immune responses at extraintestinal sites. currently, however, it is unclear how this influences host defenses against bacterial infection outside the intestine. microbiota depletion caused significant defects in the early innate response","als einzellige mikroorganismen ( englisch commensal microbiota ) werden jene mikroorganismen bezeichnet, die in der äußeren umgebung von körperoberflächen ( engl. surfaces, also „ flächen außerhalb der umgebung “ ) leben. dazu gehören die bakterien atemwegsgerinnsel ( alveolen ) der lunge, hautkrankheiten wie cholera oder lungenentzündungen. die stoffwechselwege dieser mikroorganismen sind nicht voneinander abhängig. als einzellige"
"research on human social interactions has traditionally relied on self-reports. despite their widespread use, self-reported accounts of behaviour are prone to biases and necessarily reduce the range of behaviours and the number of subjects, that may be studied simultaneously. the development of ever smaller sensors makes it possible to study group-level human behaviour in naturalistic settings outside research laboratories. we used such sensors, sociometers, to examine gender, talkativeness and interaction style in two different contexts.",die sozialinteraktionsforschung ist eine interaktionspsychologische forschungsrichtung. sie befasst sich mit dem verhalten von menschen in gruppen und in relation zu gruppengrößen. die forschungsrichtung ist angesiedelt im bereich der sozialpsychologie.
"the emergence of distinct populations of cryptococcus gattii in the temperate north american pacific northwest ( pnw ) was surprising, as this species was previously thought to be confined to tropical and semitropical regions. beyond a new habitat niche, the dominant emergent population displayed increased virulence and caused primary pulmonary disease, as opposed to the predominantly neurologic disease seen previously elsewhere. whole-genome sequencing was performed on 118 c. gattii isolates, including the pnw subtypes and the","cryptococcus gattii ist eine gattung der infektionskrankheiten cryptococcus, die in den 1980er-jahren erstmals in den usa entdeckt wurde. der gattungsname leitet sich von gattungsnamen cryptococcus und gattungsbezeichnung ab. cryptococcus gattii ist innerhalb der gattung cryptococcus neoformans der einzige in amerika vorkommende vertreter der cryptococcus-gattung. gattungen der gattung cryptococcus gattii sind weltweit verbreitet, wurden aber nur in"
"it is commonly believed that reddish colour induces warm feelings while bluish colour induces cold feelings. we, however, demonstrate an opposite effect when the temperature information is acquired by direct touch. experiment 1 found that a red object, relative to a blue object, raises the lowest temperature required for an object to feel warm, indicating that a blue object is more likely to be judged as warm than a red object of the same physical temperature. experiment 2 showed that hand colour also affects temperature judgment, with the direction of the effect opposite","das experimentelle temperaturverhalten bezeichnet die tatsache, dass die temperatur eines roten gegenstandes durch direkte beeinflussung von temperaturinformationen bestimmt wird. analog zum experimentellen temperaturverhalten von roten gegenständen, gibt es auch bei der direkten beeinflussung von handflächen, z. b. durch einen roten gegenstand mit gleicher temperatur, die temperatur des roten gegenstandes im gehirn."
"hymenoptera show a great variation in reproductive potential and nesting behavior, from thousands of eggs in sawflies to just a dozen in nest-provisioning wasps. reduction in reproductive potential in evolutionary derived hymenoptera is often facilitated by advanced behavioral mechanisms and nesting strategies. here we describe a surprising nesting behavior that was previously unknown in the entire animal kingdom : the use of a vestibular cell filled with dead ants in a new spider wasp ( hymenoptera : pompilidae","reproductive potential locus ( r-strategie ) ist der name für eine gruppe innerhalb der insekten, die reproductive verhaltensweisen im tierreich gefunden hat. er bezieht sich auf die lage einzelner individuen, im tierreich zu verharren, so dass individuen mit denselben überlebensstrategien ausgestattet werden können, die verhaltensweisen einzelner individuen sind jedoch völlig verschieden. die reproductive verhaltensweise einiger arten ist auch unter dem begriff „ nest “ zusammengefasst. einige arten wie hy"
"a hearing sensation arises when the elastic basilar membrane inside the cochlea vibrates. the basilar membrane is typically set into motion through airborne sound that displaces the middle ear and induces a pressure difference across the membrane. a second, alternative pathway exists, however : stimulation of the cochlear bone vibrates the basilar membrane as well. this pathway, referred to as bone conduction, is increasingly used in headphones that bypass the ear canal and the middle ear. furthermore,","knochenleitung, auch knochenschwingung oder knorpelschwingung genannt, ist ein physikalischer vorgang, bei dem das knochendehnungsorgan ( hohlknochen ) innen der ohrmuscheln durch die druckänderung des materialsises deformiert wird. diese prozesse stehen mit dem knochenschwund zusammen."
"objective to estimate the prevalence and clinical severity of whooping cough ( pertussis ) in school age children presenting with persistent cough in primary care since the introduction and implementation of the preschool pertussis booster vaccination. design prospective cohort study ( november 2010 to december 2012 ). setting general practices in thames valley, uk. participants 279 children aged 5 to 15 years who presented in primary care with a persistent cough of two to eight weeks duration. exclusion criteria were cough likely to","die whooping-pertussis-impfzung ist eine impfung gegen infektionen mit pertussis, die seit der einführung der pertussis-stimulation eingesetzt wird. sie ist besonders für kinder und jugendliche geeignet, da sie einen starken husten ( „ pertussis “ ), der eigentlich eine infektion verursachen kann, wenngleich keine vollständige infektion besteht. die impfung gegen pertussis wurde in den 1990er jahren in den usa eingeführt, aber niederlassungen in deutschland, großbrit"
"frogs are well-known to capture elusive prey with their protrusible and adhesive tongues. however, the adhesive performance of frog tongues and the mechanism of the contact formation with the prey item remain unknown. here we measured for the first time adhesive forces and tongue contact areas in living individuals of a horned frog ( ceratophrys sp. ) against glass. we found that ceratophrys sp. generates adhesive forces well beyond its own body weight. surprisingly, we","frösche stellen eine besondere form der adhesionskraft dar, die bei der kollision von körpern mit luft in flüssigkeiten entsteht. der begriff „ frösche “ ist ein akronym, das sich von altgriechisch ὕδωρ hēdor, deutsch ‚früchig ‘, ableitet."
"do people judge hurricane risks in the context of gender-based expectations? we use more than six decades of death rates from us hurricanes to show that feminine-named hurricanes cause significantly more deaths than do masculine-named hurricanes. laboratory experiments indicate that this is because hurricane names lead to gender-based expectations about severity and this, in turn, guides respondents preparedness to take protective action. this finding indicates an unfortunate and unintended consequence of the gendered naming of hurrica","die männliche benennung von sturmschäden ( engl. masculinity-femininity of hurricane names ) ist ein maß für die morbidität und mortalität von sturmen durch männliche namen. sie wird verwendet, um die männlichkeit der verursachten sturmfluten zu schätzen."
"coronaviruses raise serious concerns as emerging zoonotic viruses without specific antiviral drugs available. here we screened a collection of 16671 diverse compounds for anti-human coronavirus 229e activity and identified an inhibitor, designated k22, that specifically targets membrane-bound coronaviral rna synthesis. k22 exerts most potent antiviral activity after virus entry during an early step of the viral life cycle. specifically, the formation of double membrane vesicles ( dmvs ), a hallmark of corona","coronavirus cu ( synonym coronavirus 229e ; von lateinisch corona ‚krone ‘ ) ist ein virus der gattung coronavirus und gehört zur familie der coronaviridae. es ist das gegenstück zu den meisten anderen coronaviren, da es keine eigenständigen vertreter aufweist."
"a tissue-engineered oesophageal scaffold could be very useful for the treatment of pediatric and adult patients with benign or malignant diseases such as carcinomas, trauma or congenital malformations. here we decellularize rat oesophagi inside a perfusion bioreactor to create biocompatible biological rat scaffolds that mimic native architecture, resist mechanical stress and induce angiogenesis. seeded allogeneic mesenchymal stromal cells spontaneously differentiate ( proven by gene-","ein oesophageales ektophagus ( griechisch  oes ‚gefäß ‘ und phage ‚kugel ‘ ) ist in der orthopädie und der histologie ein künstlich hergestelltes ektophagus, also ein spezieller typ von ektophagus. es besteht aus zwei zellen : einem epithel, das über eine bindegewebsschleimhaut gelegt ist, und dem ektophagus, welches durch eine bindegewebsschleimhaut, die von einem epithelge"
"with a current estimate of ~1,000 million tons, mesopelagic fishes likely dominate the world total fishes biomass. however, recent acoustic observations show that mesopelagic fishes biomass could be significantly larger than the current estimate. here we combine modelling and a sensitivity analysis of the acoustic observations from the malaspina 2010 circumnavigation expedition to show that the previous estimate needs to be revised to at least one order of magnitude higher. we show that there is a close relationship between the open ocean fishes","mesopelagische fische sind kleine fische, die in tiefen von ca. 200 bis 1.000 metern wassertiefe leben. die meisten dieser fische sind mesopelagisch. ihre biomasse besteht aus phytoplankton, hauptsächlich aus mesopelagischen fischstämmen."
"without baseline human immunity to the emergent avian influenza a ( h7n9 ) virus, neuraminidase inhibitors are vital for controlling viral replication in severe infections. an amino acid change in the viral neuraminidase associated with drug resistance, na-r292k ( n2 numbering ), has been found in some h7n9 clinical isolates. here we assess the impact of the na-r292k substitution on antiviral sensitivity and viral replication, pathogenicity and transmis","neuraminidase inhibitoren ( na ) sind virostatika, die die vermehrung von viren hemmen. neuraminidase inhibitoren sind virusresistenz-inhibitoren, die zur behandlung von influenzaviren eingesetzt werden."
"substantial quantities of small plastic particles, termed microplastic, have been found in many areas of the world ocean, and have accumulated in particularly high densities on the surface of the subtropical gyres. while plastic debris has been documented on the surface of the north pacific subtropical gyre ( npsg ) since the early 1970s, the ecological implications remain poorly understood. organisms associated with floating objects, termed the rafting assemblage, are an important component of the npsg ecosystem","als plastic debris ( kunstwort aus englisch für beutel ) wird eine sammlung kleiner, flüssiger oder anderer stoffe bezeichnet, die sich in der wasseroberfläche, im meer oder in der küstenregion befinden. geprägt wurde der begriff zu beginn der 1970er jahre, nachdem zahlreiche arten von mikropartikeln ( „ spritzpartikeln “ ), den sogenannten plastic particles, in geringerem maße getötet worden waren. inzwischen wird er für die ernährung seerouten verwendet."
"oral infections have a strong ethnic predilection ; suggesting that ethnicity is a critical determinant of oral microbial colonization. dental plaque and saliva samples from 192 subjects belonging to four major ethnicities in the united states were analyzed using terminal restriction fragment length polymorphism ( t-rflp ) and 16s pyrosequencing. ethnicity-specific clustering of microbial communities was apparent in saliva and subgingival biofilms, and a machine-learning classifier was capable of identifying an individuals et","ethnizität ( griech. ethnos „ volk “, „ weiß “ ) ist die gesamtheit der mikroorganismen, die einen menschen oder einen tierischen organismus durch aufnahme von pathogenen ( d. h. krankheiten oder infektionen ) kolonisieren. beispiele sind die gallenblasen ( parodontium ), die zähne ( parodontium ), die gallenblasen ( lat. vesica ), die zähne ( lat. cavum ), die kiefer ( lat."
"the electroencephalogram ( eeg ) reflects brain electrical activity. a flat ( isoelectric ) eeg, which is usually recorded during very deep coma, is considered to be a turning point between a living brain and a deceased brain. therefore the isoelectric eeg constitutes, together with evidence of irreversible structural brain damage, one of the criteria for the assessment of brain death. in this study we use eeg recordings for humans on the one hand, and on the other hand double simultaneous intracellular recordings in the",das electroencephalogram ( eeg ) ist eine methode der elektroenzephalografie ( eeg ) zur messung der summierten elektrischen aktivität des gehirns durch aufzeichnung der spannungsschwankungen an der kopfoberfläche. das elektroenzephalogramm ( ebenfalls eeg abgekürzt ) ist die grafische darstellung dieser schwankungen. das eeg ist neben dem elektroenzephalogramm ( ebenfalls eeg abgekürzt ) eine der beiden grundlegenden methoden der elektroenzephalografie.
"understanding the compatibility between spider silk and conducting materials is essential to advance the use of spider silk in electronic applications. spider silk is tough, but becomes soft when exposed to water. here we report a strong affinity of amine-functionalised multi-walled carbon nanotubes for spider silk, with coating assisted by a water and mechanical shear method. the nanotubes adhere uniformly and bond to the silk fibre surface to produce tough, custom-shaped, flexible and electrically conduct","spidersilk ( englisch spider ‚spinnen ‘, silk fibre ) ist eine typischerweise ein- oder mehrfachverfilzte faserstruktur aus silk, die für die herstellung von sensoren und aktoren verwendet wird. der name leitet sich von der silberfaser ab, welche für herstellung von mikroelektronischen sensoren weit verbreitet ist."
"we recently characterized 24-hr daily rhythmic patterns of gene expression in anopheles gambiae mosquitoes. these include numerous odorant binding proteins ( obps ), soluble odorant carrying proteins enriched in olfactory organs. here we demonstrate that multiple rhythmically expressed genes including obps and takeout proteins, involved in regulating blood feeding behavior, have corresponding rhythmic protein levels as measured by quantitative proteomics. this includes agamobp1, previously shown as important","die minute-of-day-rhythmik ( englisch : time-of-day specific olfactory function ) ist ein fachgebiet der proteomik und damit der physikalischen chemie, das sich mit der zeitliche änderung des olfaktorischen verhaltens von tieren befasst. die erforschung des zeitlichen verhaltens von tieren unter berücksichtigung von molekularphysiologischen größen wie beispielsweise transkriptomen, primären und sekundären olfaktorischen prozessen. im rahmen des frauenexperiment"
"progress in realizing the si second had multiple technological impacts and enabled further constraint of theoretical models in fundamental physics. caesium microwave fountains, realizing best the second according to its current definition with a relative uncertainty of 24 10. when the international system of units was formalized in 1960, the definition of the second was still derived from an astronomical reference, the ephemeris time. following the measurement are proved to agree within their accuracy budget. secondly, we demonstrate a reproduc","der mirabile-strumpf ( auch optisches wunderschiff ) ist eine spiegeluhr aus der gruppe der mikrowellen-strumpf-objekte, die im jahre 2003 von der firma mirabile technologies gefertigt wurde. es handelt sich um eine weiterentwicklung der mikrowellen-uhr."
"sophisticated cognitive abilities have been documented in honeybees, possibly an aspect of their complex sociality. in vertebrates brain asymmetry enhances cognition and directional biases of brain function are a putative adaptation to social behaviour. here we show that honeybees display a strong lateral preference to use their right antenna in social interactions. dyads of bees tested using only their right antennae ( ra ) contacted after shorter latency and were significantly more likely to interact positively ( proboscis extension ) than were","als lateralisierung wird in der ethologie das phänomen bezeichnet, dass im rahmen der zellularen kommunikation eine lateralisierung des netzwerks auftritt."
"females have often been shown to exhibit preferences for certain male traits. however, little is known about behavioural rules females use when searching for mates in their natural habitat. we investigated mate sampling tactics and related costs in the territorial strawberry poison frog ( oophaga pumilio ) possessing a lek-like mating system, where both sequential and simultaneous sampling might occur. we continuously monitored the sampling pattern and behaviour of females during the complete period between two successive matings. we found no evidence","die abizotte-jakob-methode ist eine methode, bei der sich die females, als scharfe unterscheidung zwischen weibchen und scharfen, anhand von testergebnissen vergleichen. dabei vergleichen sie ihre antworten mit dem verhalten der männchen, welche sie anwenden. es ist in der verhaltensbiologie und der pflanzenphysiologie schon früh erforscht worden, insbesondere aus verhaltensstudien."
