reference,system
"the modern wildherd of the tundra muskox ( ovibos moschatus ) is native only to the new world ( northern north america and greenland ), and its genetic diversity is notably low. however, like several other megafaunal mammals, muskoxen enjoyed a holarctic distribution during the late pleistocene. to investigate whether collapse in range and loss of diversity might be correlated, we collected mitochondrial sequence data ( hypervariable region and cytochrome b ) from","zu den haplotypen der gattung homolle gehört die gruppe der haplotypen, die ausschließlich bei der analyse von tierfossilien, meinke und weichseln gehäuft werden. die haplotypen werden ausschließlich in der tierzucht von muskoxen gefunden, man unterscheidet zwischen haplotypen des späten pleistozäns und den prähistorischen haplotypen des nacheiszeitlichen nordamerikas. die wissenschaftlichen publikationen zu den haplotypen der gattung homolle finden sich in fast allen"
"patients with mild cognitive impairment ( mci ) represent a risk population for progressing to dementia of the alzheimer type ( dat ). however, clinical criteria do not ensure reliable individual prognosis in these patients. the objective of this longitudinal, prospective study was to examine the value of f-fdg pet of cerebral glucose metabolism and of genetic susceptibility, as defined by an apoe4positive genotype, with regard to the early diagnosis of dat in patients with mci. methods : in 30 patients",die alzheimer-typstudie ist eine studie zur ermittlung des genetischen alters von patienten mit einer leichten geistigen behinderung. sie wurde im rahmen einer interdisziplinären forschungsreihe zwischen 2001 und 2015 durchgeführt.
"telomere homeostasis is regulated by telomerase and a collection of associated proteins. telomerase is, in turn, regulated by post-translational modifications of the rate-limiting catalytic subunit htert. here we show that disruption of hsp90 by geldanamycin promotes efficient ubiquitination and proteasome-mediated degradation of htert. furthermore, we have used the yeast two-hybrid method to identify a novel ring finger gene ( mkrn1 ) encoding","der begriff homeostase bezeichnet in der zellbiologie ein dynamisches dynamisches system, das sich dadurch auszeichnet, dass die länge des chromosoms, die zelle, in der regel reguliert wird. die regulation der länge des chromosoms wird durch die telomerase und eine sammlung von associated proteins erreicht."
"the principle of `` a calorie is a calorie, '' that weight change in hypocaloric diets is independent of macronutrient composition, is widely held in the popular and technical literature, and is frequently justified by appeal to the laws of thermodynamics. we review here some aspects of thermodynamics that bear on weight loss and the effect of macronutrient composition. the focus is the so-called metabolic advantage in low-carbohydrate diets greater weight loss compared to isocaloric diets of different composition. two laws of thermodynamics","ein kaloriegesetz ist ein gesetz der thermodynamik. es besagt, dass eine kalorie unabhängig von der konzentration eines makromoleküls im verhältnis zu einer anderen calorie einen kalorischen vorteil aus der umgebung besitzt. ein kaloriegesetz kann daher als widerspruch zu den gesetzen der thermodynamik angesehen werden. im gegensatz zum begriff der kaloriegesetze, der besagt, dass eine kalorie ein maß für das verhältnis ihrer konzentration im verhältnis zu einer anderen kalorie ist, beispielsweise innerhalb"
"the strikingly young age of new variant creutzfeldt-jacob disease ( vcjd ) cases remains unexplained. age dependent susceptibility to infection has been put forward, but differential dietary exposure to contaminated food products in the uk population according to age and sex during the bovine spongiform encephalopathy ( bse ) epidemic may provide a simpler explanation. using recently published estimates of dietary exposure in mathematical models of the epidemiology of the new variant creutzfeldt jacob disease ( vcjd ),",die altersabhängige suszeptibilitätsspezifität ist ein begriff aus der epidemiologie der bovine spongiform encephalopathie ( bse ). es handelt sich um eine besondere form der ernährungsexposition. vcjd-fälle sind etwa dreimal so häufig wie andere – beispielsweise für kinder und jugendliche – durch die altersabhängige suszeptibilitätsspezifität nach der bovine spongiform encephalopathie ( bse ).
"recent advancement in bulk metallic glasses, whose properties are usually superior to their crystalline counterparts, has stimulated great interest in fabricating bulk amorphous steels. while a great deal of effort has been devoted to this field, the fabrication of structural amorphous steels with large cross sections has remained an alchemists dream because of the limited glass-forming ability ( gfa ) of these materials. here we report the discovery of structural amorphous steels that can be cast into glasses with large cross-section","die physical review ist eine wissenschaftliche zeitschrift, die monatlich erscheint. die erste ausgabe erschien im jahr 1987. derzeit erscheint die zeitschrift viermal im jahr."
"drafting in cetaceans is defined as the transfer of forces between individuals without actual physical contact between them. this behavior has long been surmised to explain how young dolphin calves keep up with their rapidly moving mothers. it has recently been observed that a significant number of calves become permanently separated from their mothers during chases by tuna vessels. a study of the hydrodynamics of drafting, initiated in the hope of understanding the mechanisms causing the separation of mothers and calves during fishing-related activities, is reported here","drafting ist ein begriff aus der zoologie und benennung der bewegung von tierarten, die ohne bildung von körperkontakt zu deren mutter aufzogen werden. es wird beispielsweise untersucht, welche kräfte und impulse ausgeübt werden und auf welche weise die mutter das tier umgibt. dazu gehören insbesondere impulse zur fortbewegung, d. h. des verhaltens, die richtung der mutter ( bei vögeln ) und die wasserrichtung, also die richtung der muttermilch. es gibt"
"why everything you know about murphys law is wrong by nick t. spark www.regulus-missile.com and www.eyeballoverload.com los angeles, california i have become the worlds leading expert on murphys law. no really, im serious. you doubtless have heard the law : whatever can go wrong, will go wrong. to some it is a profound statement of philosophy, a reminder that life can be defined just as much by its inherent challenges as anything else. to others however the law is a","das murphys-gesetz besagt, dass etwas, was nicht passieren kann, immer wieder passiert, dass auch etwas nicht passieren wird. dies bedeutet, dass passieren kann, was nicht mit einem fehlercharakter zusammenhängt. das heißt, dass passieren kann, der nicht mit einem fehlercharakter zusammenhängt, sondern dass etwas nicht mit einem fehlercharakter zu passieren ist. da diese fehlercharakter nicht mit einem fehlercharakter zusammenhängt, sondern nur mit dem fall, dass etwas nicht"
"hundreds of papyrus rolls, buried by the eruption of mount vesuvius in 79 ad and belonging to the only library passed on from antiquity, were discovered 260 years ago at herculaneum. these carbonized papyri are extremely fragile and are inevitably damaged or destroyed in the process of trying to open them to read their contents. in recent years, new imaging techniques have been developed to read the texts without unwrapping the rolls. until now, specialists have been unable to view","rolled-up-papyri ( auch rolled-up-papyri, x-ray phase-contrast tomography ( xpct ), franz. texte über rolled-up-papyri ) sind sehr seltene, silberweiße papyri, die während der archäologischen untersuchungen von herculaneum, als schriftdenkmäler im archäologischen museum von naples, entdeckt wurden. sie sind sehr fragil und werden durch krankheitserregungen bedroht."
"interferometers capture a basic mystery of quantum mechanics : a single particle can exhibit wave behaviour, yet that wave behaviour disappears when one tries to determine the particles path inside the interferometer. this idea has been formulated quantitatively as an inequality, for example, by englert and jaeger, shimony and vaidman, which upper bounds the sum of the interference visibility and the path distinguishability. such waveparticle duality relations ( wpdrs ) are often thought to","das wörterbuch der unsicherheit ( engl. uncertainty principle, wpdr ) zeigt eine unsicherheit der quantenmechanik. es besagt, dass es schwierig ist, zu unterscheiden, ob ein teilchen ( z. b. ein photon ) unkorreliert ist und korreliert. wenn mehrere teilchen unkorreliert sind, dann kann man der einen und der anderen teilchen unterscheiden. dies bedeutet, dass die wahrscheinlichkeit, dass ein teilchen den gleichen zustand aufweist, weicht all"
"vultures are scavengers that fill a key ecosystem niche, in which they have evolved a remarkable tolerance to bacterial toxins in decaying meat. here we report the first deep metagenomic analysis of the vulture microbiome. through face and gut comparisons of 50 vultures representing two species, we demonstrate a remarkably conserved low diversity of gut microbial flora. the gut samples contained an average of 76 operational taxonomic units ( otus ) per specimen, compared with 5","die mikrobiota in der mundhöhle von wirbeltieren sind vielfältige mikroorganismen, die an die mikrobiota in der mundhöhle gebunden sind. man unterscheidet beispielsweise zwischen schnabel-, kopf- und hindguttierchen."
"in dynamic locomotory contexts, visual cues often trigger adaptive behaviour by the viewer, yet studies investigating how animals determine impending collisions typically employ either stationary viewers or objects. here, we describe a dynamic situation of visually guided prey pursuit in which both impending prey contact and escape elicit observable adaptive behaviours in the pursuer, a predatory beetle. we investigated which visual cues may independently control opening and closing of the beetle's jaws during chases of prey","eine visualklemme ( englisch : visual cue ) ist ein verhaltensmuster bei tierstimmenden objekten, mit dem ziele gekennzeichnet werden. es kann dabei entweder die richtung bestimmen ( z. b. winkelabweichungen ) oder die distanz zwischen den beiden körpern bestimmen ( z. b. bewegungsparallaxe ). die visualklemme ist ein spezialfall der adaptiven killerführung."
"the deeply eroded west gondwana orogen is a major continental collision zone that exposes numerous occurrences of deeply subducted rocks, such as eclogites. the position of these eclogites marks the suture zone between colliding cratons, and the age of metamorphism constrains the transition from subduction-dominated tectonics to continental collision and mountain building. here we investigate the metamorphic conditions and age of high-pressure and ultrahigh-pressure eclogites from mali, togo","das adams-element ist ein metamorphes geologisches system, das im ediacarium von afrika entstand. es wurde erstmals 1953 durch den paläontologen j. a. adams ( 1850–1951 ) beschrieben. seine forschungsrichtung entspricht der forschung im bereich der metamorphen prozesse auf der erde, also der grundlegenden untersuchung von sedimentgesteinen."
"properties of human brain tissue change across the lifespan. here we model these changes in the living human brain by combining quantitative magnetic resonance imaging ( mri ) measurements of r1 ( 1/t1 ) with diffusion mri and tractography ( n=102, ages 785 ). the amount of r1 change during development differs between white-matter fascicles, but in each fascicle the rate of development and decline are mirror-symmetric ; the rate of r1 development as the brain approaches maturity predicts the rate of r","unter r1 versteht man die bildungsrate von fascikeln im gehirn, die sich im verlauf der erwachsenen- bzw. adulten entwicklungsphase merklich verändert. r1 wird in der theorie der langen lebensspanne als ein einfaches maß für die entwicklungsrate eines gehirns interpretiert. ein verwandter begriff ist die retrogenese."
"the commensal microbiota is a major regulator of the immune system. the majority of commensal bacteria inhabit the gastrointestinal tract and are known to regulate local mucosal defenses against intestinal pathogens. there is growing appreciation that the commensal microbiota also regulates immune responses at extraintestinal sites. currently, however, it is unclear how this influences host defenses against bacterial infection outside the intestine. microbiota depletion caused significant defects in the early innate response","die commensal microbiota ist ein bodengebundenes taxon bakterieller ordnungen, das als bestandteil des immunsystems von wirbeltieren genutzt wird. der name commensal microbiota beruht auf der übereinstimmung der ersten generativen stämme mit dem namensgebenden erreger klebsiella pneumoniae. nach schätzungen der who sind etwa 700.000 bakterien mitglieder dieser gruppe. die stämme verhalten sich immunisiert, vor allem gegen erreger, die außerhalb des verdauungstrakts kommen. nach"
"research on human social interactions has traditionally relied on self-reports. despite their widespread use, self-reported accounts of behaviour are prone to biases and necessarily reduce the range of behaviours and the number of subjects, that may be studied simultaneously. the development of ever smaller sensors makes it possible to study group-level human behaviour in naturalistic settings outside research laboratories. we used such sensors, sociometers, to examine gender, talkativeness and interaction style in two different contexts.","gastfreundlichkeit ist ein begriff aus der sozialpsychologie und bezeichnet die fähigkeit, menschliches verhalten und handeln mit menschen unterschiedlicher kultureller und sozialer herkunft zu beschreiben. typischerweise wird der begriff für menschen benutzt, die mit anderen personen zusammentreffen, um interaktionen auszudrücken oder öffentlichkeitswirksam zu machen."
"the emergence of distinct populations of cryptococcus gattii in the temperate north american pacific northwest ( pnw ) was surprising, as this species was previously thought to be confined to tropical and semitropical regions. beyond a new habitat niche, the dominant emergent population displayed increased virulence and caused primary pulmonary disease, as opposed to the predominantly neurologic disease seen previously elsewhere. whole-genome sequencing was performed on 118 c. gattii isolates, including the pnw subtypes and the",cryptococcus gattii ist eine tierart aus der gattung cryptococcus. sie war bisher nur in nordamerika verbreitet.
"it is commonly believed that reddish colour induces warm feelings while bluish colour induces cold feelings. we, however, demonstrate an opposite effect when the temperature information is acquired by direct touch. experiment 1 found that a red object, relative to a blue object, raises the lowest temperature required for an object to feel warm, indicating that a blue object is more likely to be judged as warm than a red object of the same physical temperature. experiment 2 showed that hand colour also affects temperature judgment, with the direction of the effect opposite","die temperaturwahrnehmung ist ein phänomen, das in experimenten der thermodynamik auftritt. so gilt z. b. bei warmen gegenständen die temperatur des gegenstandes, während bei kalten gegenständen die temperatur des gegenstandes die temperatur des jeweiligen gegenstands beeinflusst."
"hymenoptera show a great variation in reproductive potential and nesting behavior, from thousands of eggs in sawflies to just a dozen in nest-provisioning wasps. reduction in reproductive potential in evolutionary derived hymenoptera is often facilitated by advanced behavioral mechanisms and nesting strategies. here we describe a surprising nesting behavior that was previously unknown in the entire animal kingdom : the use of a vestibular cell filled with dead ants in a new spider wasp ( hymenoptera : pompilidae","der nistbewohnende insekten ( deuteragenia ) ist eine gattung innerhalb der familie der insekten ( hymenoptera ). innerhalb dieser gattung gibt es weltweit etwa 50 arten, von denen aber nur einige arten in mitteleuropa heimisch sind."
"a hearing sensation arises when the elastic basilar membrane inside the cochlea vibrates. the basilar membrane is typically set into motion through airborne sound that displaces the middle ear and induces a pressure difference across the membrane. a second, alternative pathway exists, however : stimulation of the cochlear bone vibrates the basilar membrane as well. this pathway, referred to as bone conduction, is increasingly used in headphones that bypass the ear canal and the middle ear. furthermore,","das knochenschwingungen sind eine spezielle form der schwingungen des kopfes. durchbiegung des knochenknochens führt während der schwingung zu einer information, die den druck des kopfes erhöht und in der lage ist, sinusschwingungen auszulösen. dieser prozess wird auch als knochenschwingung bezeichnet."
"objective to estimate the prevalence and clinical severity of whooping cough ( pertussis ) in school age children presenting with persistent cough in primary care since the introduction and implementation of the preschool pertussis booster vaccination. design prospective cohort study ( november 2010 to december 2012 ). setting general practices in thames valley, uk. participants 279 children aged 5 to 15 years who presented in primary care with a persistent cough of two to eight weeks duration. exclusion criteria were cough likely to","der pertussis-skandal oder jules-pertussis-konflikt ist ein seit der zweiten hälfte des 19. jahrhunderts beobachteter, starker ausbruch des infektionskrankheitsbildes pertussis. in den usa ist der pertussis-skandal weiter verbreitet als in deutschland."
"frogs are well-known to capture elusive prey with their protrusible and adhesive tongues. however, the adhesive performance of frog tongues and the mechanism of the contact formation with the prey item remain unknown. here we measured for the first time adhesive forces and tongue contact areas in living individuals of a horned frog ( ceratophrys sp. ) against glass. we found that ceratophrys sp. generates adhesive forces well beyond its own body weight. surprisingly, we","das frog-tongue-experiment ist ein empirisches experiment zur beobachtung der adhesiven kräfte von frogs, das dazu dient, die kontaktfläche zwischen dem kopf und dem körper zu erforschen. es wurde in den 1970er jahren von den britischen wissenschaftlern harold c. kennedy und bernard p. smith entwickelt."
"do people judge hurricane risks in the context of gender-based expectations? we use more than six decades of death rates from us hurricanes to show that feminine-named hurricanes cause significantly more deaths than do masculine-named hurricanes. laboratory experiments indicate that this is because hurricane names lead to gender-based expectations about severity and this, in turn, guides respondents preparedness to take protective action. this finding indicates an unfortunate and unintended consequence of the gendered naming of hurrica",der englischsprachige begriff hurricane names ( mfi ) bezeichnet hypothetische arten von beschädigten durch tropische wirbelstürme.
"coronaviruses raise serious concerns as emerging zoonotic viruses without specific antiviral drugs available. here we screened a collection of 16671 diverse compounds for anti-human coronavirus 229e activity and identified an inhibitor, designated k22, that specifically targets membrane-bound coronaviral rna synthesis. k22 exerts most potent antiviral activity after virus entry during an early step of the viral life cycle. specifically, the formation of double membrane vesicles ( dmvs ), a hallmark of corona","k22 ist ein protein inhibitor, der es während der viralen replikation von verschiedenen rna-viren ermöglicht, diese rna zu replikieren. es wurde in abgrenzung zu den meisten nicht-strukturellen inhibitoren des klassischen coronavirus, d. h., er ist bestandteil des replikationsskomplexes an den zellmembranen der viren."
"a tissue-engineered oesophageal scaffold could be very useful for the treatment of pediatric and adult patients with benign or malignant diseases such as carcinomas, trauma or congenital malformations. here we decellularize rat oesophagi inside a perfusion bioreactor to create biocompatible biological rat scaffolds that mimic native architecture, resist mechanical stress and induce angiogenesis. seeded allogeneic mesenchymal stromal cells spontaneously differentiate ( proven by gene-","die oesophageale skala ist ein funktionell verändertes epithelial, das sich dadurch auszeichnet, dass es durch einsinken des epithels mehr epithelien bekommt. dadurch kann der aufbau der scaffolds kleiner werden und die oberflächenschichten dadurch leichter verteilt werden."
"with a current estimate of ~1,000 million tons, mesopelagic fishes likely dominate the world total fishes biomass. however, recent acoustic observations show that mesopelagic fishes biomass could be significantly larger than the current estimate. here we combine modelling and a sensitivity analysis of the acoustic observations from the malaspina 2010 circumnavigation expedition to show that the previous estimate needs to be revised to at least one order of magnitude higher. we show that there is a close relationship between the open ocean fishes","die untersuchung der mesopelagischen fische ( englisch mesopelagic fishes ) ist ein forschungsbereich der ozeane. die untersuchung besteht darin, mesopoelagische fische – insbesondere ihre hauptsächliche lebensweise – zu erforschen und zu beschreiben, welche faktoren für die wichtigkeit der eigentlichen fischproduktion von biologischen prozessen im offenen ozean spielen. es werden zwei arten der mesopelagischen fische unterschieden : die lebensgemeinschaften der einzelnen fischarten ( englisch"
"without baseline human immunity to the emergent avian influenza a ( h7n9 ) virus, neuraminidase inhibitors are vital for controlling viral replication in severe infections. an amino acid change in the viral neuraminidase associated with drug resistance, na-r292k ( n2 numbering ), has been found in some h7n9 clinical isolates. here we assess the impact of the na-r292k substitution on antiviral sensitivity and viral replication, pathogenicity and transmis","neuraminidase-influenzavirus 9 ( h7n9 ) ist ein virus aus der gruppe der influenzaviren, das zur gattung der influenzaviren ( h5n1 ) gehört. es ist in der lage, eine hochgenaue replikation der grippe des menschen auszulösen."
"substantial quantities of small plastic particles, termed microplastic, have been found in many areas of the world ocean, and have accumulated in particularly high densities on the surface of the subtropical gyres. while plastic debris has been documented on the surface of the north pacific subtropical gyre ( npsg ) since the early 1970s, the ecological implications remain poorly understood. organisms associated with floating objects, termed the rafting assemblage, are an important component of the npsg ecosystem","unter dem sammelbegriff plastic ingestion ( npsg ) wird die aufnahme von kunststoff-teilchen verstanden, die in den ozeanen und binnengewässern ansässig sind. der sammelbegriff plastic ingestion ist in der meeresbiologie und der schifffahrt gebräuchlich. die zugehörigkeit zum bakteriologischen sammelbegriff plastic-ingestion wird in den npsg-ökosystemen erforscht."
"oral infections have a strong ethnic predilection ; suggesting that ethnicity is a critical determinant of oral microbial colonization. dental plaque and saliva samples from 192 subjects belonging to four major ethnicities in the united states were analyzed using terminal restriction fragment length polymorphism ( t-rflp ) and 16s pyrosequencing. ethnicity-specific clustering of microbial communities was apparent in saliva and subgingival biofilms, and a machine-learning classifier was capable of identifying an individuals et","ethnizität ist ein begriff aus der mikrobiologie und bezeichnet die eigenschaft von organismen, an bestimmte krankheiten zu glauben."
"the electroencephalogram ( eeg ) reflects brain electrical activity. a flat ( isoelectric ) eeg, which is usually recorded during very deep coma, is considered to be a turning point between a living brain and a deceased brain. therefore the isoelectric eeg constitutes, together with evidence of irreversible structural brain damage, one of the criteria for the assessment of brain death. in this study we use eeg recordings for humans on the one hand, and on the other hand double simultaneous intracellular recordings in the",das elektroenzephalogram ( eeg ) ist ein elektrophysikalisches bild des gehirns. es ist die grafische darstellung der quantitativen elektrischen aktivität des gehirns. das eeg ist ein verfahren zur bestimmung der todesursache. das elektroenzephalogramm ( ebenfalls eeg abgekürzt ) ist die grafische darstellung dieser elektrischen aktivität. das elektroenzephalogramm ( ebenfalls eeg abgekürzt ) ist die darstellung dieser aktivität im zeitlichen verlauf des lebens. das eeg ist ein
"understanding the compatibility between spider silk and conducting materials is essential to advance the use of spider silk in electronic applications. spider silk is tough, but becomes soft when exposed to water. here we report a strong affinity of amine-functionalised multi-walled carbon nanotubes for spider silk, with coating assisted by a water and mechanical shear method. the nanotubes adhere uniformly and bond to the silk fibre surface to produce tough, custom-shaped, flexible and electrically conduct",superkontraction ist ein verfahren zur strukturierung von fasern. es ist besonders für die erforschung der superkontraction bei der entwicklung von sensoren und aktoren geeignet. durch die kombination eines teflon-prozesses ( z. b. bei der schaltung von membranen ) mit einer trockenphase ( z. b. bei der isolation von polymerkomponenten ) werden alle nötigen einkristalle einer sehr großen anzahl von faserverstärkten fasern auf die oberfläche einer silizium- oder vinyl-folie überzogen. die bezeichnung „ super
"we recently characterized 24-hr daily rhythmic patterns of gene expression in anopheles gambiae mosquitoes. these include numerous odorant binding proteins ( obps ), soluble odorant carrying proteins enriched in olfactory organs. here we demonstrate that multiple rhythmically expressed genes including obps and takeout proteins, involved in regulating blood feeding behavior, have corresponding rhythmic protein levels as measured by quantitative proteomics. this includes agamobp1, previously shown as important","die herzaufhellungspräferenz ( hp ) ist die prozentuale abhängigkeit der olfaktorischen aktivität von herzmuskeln und -kationen eines organismus von der tageshöchstmengen, die von der rhythmischen aktivität des körpers abhängig ist. die herzaufhellungspräferenz ist ein maß für die olfaktorische aktivität eines organismus, wenn es täglich rucker gibt, der die olfaktorische aktivität seines körpers mit der zeit abgibt. dies"
"progress in realizing the si second had multiple technological impacts and enabled further constraint of theoretical models in fundamental physics. caesium microwave fountains, realizing best the second according to its current definition with a relative uncertainty of 24 10. when the international system of units was formalized in 1960, the definition of the second was still derived from an astronomical reference, the ephemeris time. following the measurement are proved to agree within their accuracy budget. secondly, we demonstrate a reproduc","die caesium- fountains sind eine gruppe von drei caesium- fountains, deren frequenzbereich zwischen dem microwellen-atom und der mikrowellen-sequenz mit einer absoluten unbeabsichtigten länge von etwa 10−9 m liegt. die frequenz der fountains variiert mit der genauigkeit des mikrowellen-atoms, welche noch durch die definition des internationalen einheitensystems angegeben werden kann. der name wurde 1960 von ephemer s. reichenbach eingeführt. die genauigkeit der founta"
"sophisticated cognitive abilities have been documented in honeybees, possibly an aspect of their complex sociality. in vertebrates brain asymmetry enhances cognition and directional biases of brain function are a putative adaptation to social behaviour. here we show that honeybees display a strong lateral preference to use their right antenna in social interactions. dyads of bees tested using only their right antennae ( ra ) contacted after shorter latency and were significantly more likely to interact positively ( proboscis extension ) than were",die lateralisierung bezeichnet in der bienenforschung die bevorzugte nutzung der right-antennen-strategie durch honigbienen.
"females have often been shown to exhibit preferences for certain male traits. however, little is known about behavioural rules females use when searching for mates in their natural habitat. we investigated mate sampling tactics and related costs in the territorial strawberry poison frog ( oophaga pumilio ) possessing a lek-like mating system, where both sequential and simultaneous sampling might occur. we continuously monitored the sampling pattern and behaviour of females during the complete period between two successive matings. we found no evidence",khesenfrog ist eine art aus der verhaltensbiologie und ist der einzige vertreter der gattung khesenfrog. sie gehört zu den saprophagen.
"hibernation in mammals is a remarkable state of heterothermy wherein metabolic rates are reduced, core body temperatures reach ambient levels and key physiological functions are suspended. typically, hibernation is observed in cold-adapted mammals, though it has also been documented in tropical species and even primates, such as the dwarf lemurs of madagascar. western fat-tailed dwarf lemurs are known to hibernate for seven months per year inside tree holes. here, we report for","als hibernation wird in der zoologie der zustand verminderter körpertemperatur während einer hibernation bezeichnet. während der hibernation können tiere, pflanzen und auch andere organismen, die ihre körpertemperatur unter der umgebungstemperatur aufrechterhalten, davon betroffen werden. homoiothermie ist hier eine form der heterothermie, bei der körpertemperatur während der hibernation länger als die umgebungstemperatur ist."
