reference,system
"basic english oder einfaches englisch ist eine von charles kay ogden geschaffene vereinfachte form der englischen sprache mit stark verkleinertem vokabular. die englischvariante wird manchmal auch als plansprache bezeichnet, da diese form des englischen einst als welthilfssprache dienen sollte. es ist nicht mit dem formal ähnlichen, jedoch für ein sehr spezielles anwendungsgebiet geschaffenen simplified english zu verwechseln. basic ist die abkürzung für british american scientific international commercial (","basic english ist eine sprachfamilie, die in den 1930er jahren entwickelt wurde. sie gehört zu den ältesten sprachen der welt."
"randori ( japanisch 乱取り, wörtlich : das chaos nehmen ) ist eine übungsform des kampfes im budō, den japanischen kampfkünsten. sinngemäß steht dabei der übungskampf randori dem shiai − dem eigentlichen wettkampf − gegenüber. beim randori geht es nicht um gewinnen oder verlieren, sondern darum die zuvor erlernten techniken im fluss des kampfes anwenden zu lernen.","randori ( jap. randori ) ist ein kampfsport, bei dem zwei gegner einen kampf gegen einen kampf gegen einen kampf gegen einen kampfgegner, einen kampfgegner, einen kampfgegner, einen kampfgegner, einen kampfgegner, einen gegner, einen gegner, einen gegner, einen gegner, einen gegner, einen gegner, einen gegner, einen gegner, einen gegner oder einen"
"die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile lower manhattan ( chinatown ) und brooklyn miteinander verbindet. die am 31. dezember 1909 eröffnete, aber erst einige monate später fertiggestellte brücke war nach der brooklyn bridge und der williamsburg bridge die letzte der drei über den east river gebauten hängebrücken. auf ihren zwei ebenen hat sie heute insgesamt vier gleise der new york","die manhattan bridge ist eine eisenbahnbrücke über den east river in new york city. sie verbindet die brooklyn and williamsburg, williamsburg und williamsburg."
"über sinn und bedeutung ist ein 1892 erschienener aufsatz von gottlob frege. frege erläutert darin die grundbegriffe seiner sprachphilosophie. die abhandlung wurde auch in der linguistik, speziell in der semantik, rezipiert ( vgl. lyons 1980 ).","die frühe bedeutungstheorie ( auch begriffsschrift, begriffsschrift oder begriffsschrift ) ist ein begriff aus dem bereich der sprachwissenschaft. sie beschreibt die bedeutung eines wortes oder einer sprache."
"leon schidlowsky ( * 21. juli 1931 in santiago de chile ) ist ein chilenisch-israelischer komponist und maler. er schreibt werke für orchester, kammerensemble, chor und für einzelne instrumente. außerdem komponierte er ca. 65 musikalische werke mit graphischer notation. seine musikalischen werke wurden in verschiedenen ländern aufgeführt. durch verschiedene musikalische gruppierungen, solisten und orchester sowie dirigenten wurden seine werke","der begriff text ist ein begriff aus dem sprachgebrauch, der sich mit dem sprachgebrauch befasst. der begriff wird auch in der sprachwissenschaft verwendet."
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","die mikrobiologie ist ein teilgebiet der biologie, das sich mit der entwicklung und entwicklung von mikroorganismen befasst."
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.","die aleph-funktion ist ein mathematisches satz aus der mathematik, das in der mathematik verwendet wird. die aleph-funktion ist ein satz aus der mathematik."
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre",der roter-kamm-krater ist ein krater in der provinz moskau. er befindet sich in der nähe der stadt moskau.
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. süd","die stadt valletta ist eine stadt in valletta, malta. sie wurde am 28. märz 1566 von jean de valette gegründet. die stadt wurde am 28. märz 1566 von jean de valette gegründet."
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","der begriff reverse diskriminierung ( englisch : reverse discrimination ) bezeichnet die diskriminierung von menschen, die durch einen bestimmten anteil an einer bestimmten berufsgruppe oder einer bestimmten berufsgruppe verurteilt werden. der begriff geht auf den us-amerikanischen rechtswissenschaftler alfred w. blumrosen zurück. der begriff geht auf den us-amerikanischen rechtswissenschaftler alfred w. blumrosen zurück."
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biographische forschung ist eine forschungsrichtung in der soziologie, die sich mit der untersuchung von verhaltensweisen beschäftigt. die biographische forschung beschäftigt sich mit der untersuchung von verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen und"
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","wladimir nikolajewitsch nowobinski ( russisch владимир николаевич старобинский, wiss. transliteration wladimir nikolajewitsch nikolajewitsch nowobinski, russisch владимир николаевич старобинский, wiss. transliteration wladimir nikolajewitsch nikolajewitsch nowobinski, russisch владимир николаевич старобинский, wiss. transliteration wladimir nikolajewitsch nikolajewitsch nowobinski ; *"
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","die makroevolution ( von altgriechisch μακρός makros, deutsch ‚viel ‘ und γένεσις génesis, deutsch ‚vielfalt ‘ ) ist ein begriff aus der evolutionsbiologie, der sich mit der entwicklung von organismen befasst."
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt","ein boss key ist ein schlüssel, das auf einem computerprogramm benutzt wird, um einen bestimmten betriebsplatz zu speichern."
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄",das kamland-zen-experiment ist ein experiment zur untersuchung von neutrinos. das experiment wurde am 17. januar 2002 von dem us-amerikanischen physiker und nobelpreisträger ernst kamland gegründet.
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( intervention","die europäische union für landwirtschaft ( englisch european commission for agriculture, cap ) ist eine europäische kommission für landwirtschaft. sie wurde 1968 von sicco mansholt und sicco mansholt gegründet."
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","jimmy wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer informatiker."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,erythronium japonicum ( erythronium japonicum ) ist eine pflanzenart aus der gattung erythronium in der familie der kakteengewächse ( kaktewächse ). erythronium japonicum ist eine pflanzenart aus der gattung der kaktewächse ( erythronium ) innerhalb der familie der kaktewächse ( kaktewächse ).
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung","der schlüsselwurm ( englisch screw-worm, sit ) ist ein verfahren zur erzeugung von sterilen insekten. er wurde von raymond bushland und edward knipling in den 1950er jahren entwickelt. die methode wurde von raymond bushland und edward knipling entwickelt."
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe","ein sturmorgan ( auch sturmorgan, sturmorgan, sturmorgan, sturmorgan, sturmorgan, sturmorgan, sturmorgan, sturmorgan, sturmorgan, sturmorgan ) ist ein organ, das die schallerzeugung von schall erzeugt."
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",hylotrupes bajulus ( hylotrupes bajulus ) ist eine pflanzenart aus der gattung hylotrupes innerhalb der familie der hülsenfrüchtler ( fabaceae ). sie gehört zur familie der hülsenfrüchtler ( fabaceae ).
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analoges signal ist ein elektrisches signal, das in einem elektrischen signal erzeugt wird. es handelt sich dabei um einen elektrischen signal, der in einem elektrischen signal erzeugt wird."
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu","die personal information management ( pim ) ist ein konzept der personal information management, das dazu dient, informationen über wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche, wissenschaftliche und wissenschaftliche"
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",die russula densifolia ( russula densifolia ) ist eine pilzart aus der familie der mycorrhizalgewächse ( mycorrhizalgewächse ). sie gehört zur familie der mycorrhizalgewächse ( mycorrhizalgewächse ).
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen","die amaurose fugax ist eine seltene erkrankung des auges, die durch einen erhöhten blutdruck ( blutdruck ) in einem oder mehreren augen entsteht. die ursache der amaurose fugax ist eine sehr seltene erkrankung, die durch einen erhöhten blutdruck ( blutdruck ) entsteht."
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und westeuropa im","der meltwasserpuls ( auch misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation, misox-oszillation"
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","der begriff test automation ( engl. : test automation ) bezeichnet in der softwaretechnik die automatisierung von prozessen, bei denen die prozesse in einem bestimmten prozess erfasst werden. der begriff test automation wird in der informatik verwendet, um die prozesse in einem bestimmten prozess zu erfassen. der begriff test automation wird in der informatik verwendet, um die prozesse in einem bestimmten prozess zu erfassen."
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun","die birklehofschule ist eine pädagogische schule in hinterzarten, schottland. sie gehört zu den ältesten hochschulen deutschlands."
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen","die hilbert-transformation, auch hilbert-transformation, ist ein begriff aus der analytischen analysis. sie beschreibt die beziehung zwischen einer analytischen funktion und einer analytischen funktion. die hilbert-transformation beschreibt die beziehung zwischen einer analytischen funktion und einer analytischen funktion. die hilbert-transformation beschreibt die beziehung zwischen einer analytischen funktion und einer analytischen funktion. die hilbert-transformation beschreibt die beziehung zwischen einer analytischen funktion und einer analyti"
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","ein vektorraum ist ein begriff aus der mathematik, der in der mathematik verwendet wird."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","ein barker-code, auch barker-code genannt, ist ein spezieller algorithmus, der in der nachrichtentechnik verwendet wird."
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.",meloxikam ist ein arzneistoff aus der gruppe der prostaglandine.
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab 1979 am","sir peter peter knight ( * 14. september 1947 in bedford ) ist ein britischer physiker, der sich mit quantenoptik und quantenoptik befasst."
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","das sonnensystem, auch als sonnensystem bezeichnet, ist ein sonnensystem, das von der sonne entstanden ist. das sonnensystem befindet sich in der milchstraße und liegt in der milchstraße. das sonnensystem befindet sich in der milchstraße und liegt zwischen der milchstraße und der milchstraße. das sonnensystem befindet sich in der milchstraße."
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1,","die normalized google distance ( englisch : normalized google distance, kurz ncd ) ist ein begriff aus der informatik. sie beschreibt die wahrscheinlichkeit, dass die suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer suche nach einer such"
"carolina michaëlis de vasconcelos ( * 15. märz 1851 als karoline michaelis in berlin ; † 18. november 1925 in porto ) war eine deutsche und portugiesische romanistin, sie wird zu den gelehrtesten philologen der hispanistik und lusitanistik gezählt. karoline michaelis war mit dem portugiesischen historiker sowie kunst- und musikschriftsteller joaquim antónio da fonseca de vasconcelos verheiratet.","michaëlis de vasconcelos ( * 5. dezember 1879 in berlin ; † 25. november 1925 in porto ) war eine portugiesische schriftstellerin, schriftstellerin und schriftstellerin."
"geosat ( geodetic satellite ) war ein erdbeobachtungssatellit der us navy, der mit einem radar-altimeter ausgerüstet war und der satellitengeodäsie und der ozeantopographie diente. der satellit wurde am 12. märz 1985 auf einer abgerüsteten und zum satellitenträger umgebauten atlas-e-interkontinentalrakete von der vandenberg afb in einen polaren erdorbit ( 757 × 814 km, 108,1° ) gestartet.",geosat ist eine raumsonde der us-amerikanischen raumfahrtbehörde vandenberg afb. sie wurde am 10. februar 1998 von vandenberg afb entdeckt.
"das dahomey gap ( auch dahomey corridor ) ist eine trockenzone an der guineaküste westafrikas, die sich von südost-togo und mittel-benin bis nach west-nigeria erstreckt. sie schließt sich an eine küstennahe trockenzone im bereich ghanas und togos ( ghana dry zone ) an und bildet einen fast waldfreien savannen-korridor, der zwischen westlich und östlich davon liegenden immergrünen tropischen regenwäldern eingebette","der dahomey-hang ( auch : dahomey-hang ) ist ein gebirgszug in südafrika. er befindet sich in einer tiefe von 30° nördlich von afrika. der dahomey-hang befindet sich in einer tiefe von 6° nördlich von guinea, sierra leone, liberia, liberia, liberia, liberia, liberia, liberia, liberia, liberia, liberia, liberia,"
"die amman citadel inscription ist eine inschrift in ammonitischer sprache, die 1961 auf dem zitadellenhügel von amman, dem dschebel al-qala'a, in einem eisenzeitlichen kontext gefunden wurde. die inschrift befindet sich heute im archäologischen museum in amman.","ṭēt ( arabisch ṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dmg ṭṭēt, dt."
"ein gewässer ist in der natur fließendes oder stehendes wasser. es ist in den natürlichen wasserkreislauf eingebunden. die lehre von den oberirdischen gewässern ist die hydrologie, eingeteilt in limnologie ( binnengewässerkunde ) und ozeanografie ( meereskunde ). die lehre von den unterirdischen gewässern ist die hydrogeologie.","wasser ist ein begriff aus der geologie, der sich mit wasser befasst. wasser besteht aus einem wasser, dem wasser, dem wasser, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden, dem boden"
"die eröffnung ist die erste phase einer schachpartie. sie umfasst etwa die ersten 10 bis 15 züge einer partie und endet nach der entwicklung der figuren ; es schließt sich das mittelspiel an. je nachdem, welche steine zuerst gezogen werden, spricht man von einer offenen, halboffenen oder geschlossenen partie.","der begriff öffnen bezeichnet in der spieltheorie einen spiel, bei dem ein spieler in einem bestimmten raum einen bestimmten raum befindet. der begriff wird in der spieltheorie verwendet, um einen bestimmten raum zu entwickeln. der begriff öffnen wird in der spieltheorie verwendet, um einen bestimmten raum zu entwickeln. der begriff öffnen wird in der spieltheorie verwendet, um einen bestimmten raum zu entwickeln"
"man-bat ( dt. „ mann-fledermaus “ ) ist der titel einer reihe von comics, die der us-amerikanische verlag dc-comics seit 1975 veröffentlicht. die comics der reihe handeln von den erlebnissen des wissenschaftlers dr. kirk langstrom, der infolge eines fehlgegangenen selbstversuches in eine monströse kreatur verwandelt wurde, die halb mensch und halb fledermaus ist. man-bat ist dem genre des horrorcomics zuzuordnen, einige","man-bat ( engl. : man-bat ) ist eine us-amerikanische science-fiction-komödie, die von dem us-amerikanischen schriftsteller julius schwartz entwickelt wurde."
"unter einer rektifizierung ( lat. : berichtigung ) versteht man die eliminierung geometrischer verzerrungen in bilddaten, bedingt durch z. b. unebenes gelände, zentralperspektivische aufnahme oder falsche orientierung des aufnahmesystems. es handelt sich dabei um eine spezielle form der georeferenzierung von bildern. so bearbeitete fotos heißen digitale orthofotos ( dop ). bei feinmechanischen messgeräten wird rektifizieren auch als genaue ausrichtung bzw",die bildübertragung ( englisch image rectification ) ist ein verfahren zur bestimmung der auflösung eines bilds.
"héctor garcía-molina ( * 1954 in monterrey, mexiko ) ist ein aus mexiko stammender us-amerikanischer informatiker. er ist professor an der stanford university. er befasst sich mit datenbanken, suche in computernetzwerken und digitalen bibliotheken. garcia-molina studierte elektrotechnik am instituto tecnológico y de estudios superiores de monterrey ( itesm ) mit dem bachelor-abschluss 1974 und an der stanford university mit dem master-abschluss 1975 und der promotion in informatik 1979","hector garcía-molina ( * 20. august 1947 in monterrey, nuevo león ) ist ein us-amerikanischer informatiker. er ist professor für informatik an der stanford university."
