reference,system
"die quantenwelt scheint doch etwas weniger komplex aufgebaut zu sein, als physiker bislang dachten. das legt zumindest eine arbeit von stephanie wehner und ihren kollegen von der national university of singapore nahe. sie können nach ihren angaben belegen, dass zwei besondere eigenschaften der quantenphysik ein und dasselbe sind - und sich nur unterschiedlich manifestieren. der welle - teilchen - dualismus entspreche demnach einfach nur der heisenberg","ein interferometer ( englisch waveparticle duality relation, wpdr, englisch waveparticle duality relation, wpdr, englisch waveparticle duality relation, wpdr ) ist ein quantenmechanisches modell, das in der quantenmechanik verwendet wird. es handelt sich dabei um einen quantenmechanischen algorithmus, bei dem ein interferometer in einem bestimmten zustand einen bestimmten zustand aufweist."
"der magen von geiern muss einiges aushalten, denn schließlich fressen die vögel auch verwesendes fleisch, in dem es von keimen nur so wimmelt. und diese extreme ernährungsweise zeichnet sich auch im mikrobiom der neuweltgeier ab, das michael roggenbuck von der universität kopenhagen mit seinen kollegen untersucht hat. besonders vielfältig tummeln sich bakterien im gesicht und am schnabel der geier, was die biologen nicht verwundert : da","der begriff vultur ( von lateinisch vultur ‚tier ‘ ) bezeichnet in der biologie die gesamtheit der tierarten, die sich mit den einzelnen arten der tierarten befinden. der begriff stammt aus dem griechischen wort vultur."
"ein mensch müsste schneller als 770kilometer pro stunde rennen, um es an geschwindigkeit mit einem asiatischen sandlaufkäfer aufzunehmen - dem in relation zu seiner körpergröße schnellsten tier der erde : auf der jagd überbrückt dieses insekt pro sekunde teilweise bis zu 120körperlängen ; wir menschen bringen es nur auf maximal fünf. die hohe geschwindigkeit hat allerdings auch nachteile, denn die visuelle wahrnehmung der käfer kommt mit dem tempo nicht mit, und bilder","als visuelle bewegung bezeichnet man in der verhaltensbiologie die bewegung eines menschen, bei der die bewegung eines menschen auf einem bestimmten ziel beobachtet wird. die visuelle bewegung wird auch als visuelle bewegung bezeichnet. visuelle bewegungen werden auch als visuelle bewegungen bezeichnet. visuelle bewegungen werden auch als visuelle bewegungen bezeichnet. visuelle bewegungen werden auch als visuelle bewegungen bezeichnet. visuelle bewegungen werden auch als visu"
vor 600millionen jahren erstreckte sich offensichtlich ein großes gebirge mit mehr als 2500kilometer länge über zentrale gebiete des damaligen superkontinents gondwana : es hatte damit ungefähr die ausmaße des himalajas und erstreckte sich vom heutigen westafrika ins nordöstliche brasilien - die beiden regionen waren damals noch in einer landmasse vereint. überreste dieses gebirges fanden carlos ganade de araujo von der universität sao paulo und seine kollegen an verschieden,"das neoproterozoikum ( englisch neoproterozoic wgo ) ist ein geographisches forschungsgebiet, das sich mit der erdkruste im westen gondwanas befasst."
"wenn wir altern, ergrauen wir und unsere haut bekommt falten - wir können diesem prozess zusehen, ganz im gegensatz zum altern unseres gehirns, das sich durch geistigen abbau bemerkbar macht. mit hilfe der magnetresonanztomografie konnten nun jedoch wissenschaftler der stanford university auch einen blick auf unseren denkapparat werfen und zeigen, wie er sich mit fortschreitendem leben verändert. jason yeatman und co untersuchten dazu 24","der begriff white-matter-syndrom ( englisch white-matter syndrome, r1 ) ist ein begriff aus der psychologie, der sich mit der entwicklung und entwicklung des menschlichen gehirns befasst."
"dass die bakteriengemeinschaften, die auf und im menschlichen körper leben, eine ganz entscheidende rolle für unser wohlergehen spielen, ist lange bekannt. nun haben forscher nachgewiesen, dass ein häufiges bakterienmolekül auch die immunreaktion der lunge beeinflusst. in ihrer studie belegen die forscher um thomas clark vom imperial college in london, dass peptidoglycane, bestandteile bakterieller zellwände, die infektionsbekämpfung durch weiße","die mikrobiologie ist ein teilgebiet der immunologie. sie beschäftigt sich mit der regulation des immunsystems, der immunantwort und der regulation des immunsystems. die mikrobiologie beschäftigt sich mit der entwicklung der mikrobiologie. die mikrobiologie beschäftigt sich mit der entwicklung der mikrobiologie, der biologie und der medizin. die mikrobiologie beschäftigt sich mit der entwicklung der mikrobiologie, der medizin und der medizin. die mikrobiologie beschäftigt sich mit der entwicklung der mikrobi"
"frauen sind quasselstrippen und männer sitzen daneben und hören ja meistens doch nicht zu – so besagt es zumindest ein weit verbreitetes rollenklischee. ob das weibliche geschlecht aber tatsächlich gesprächiger ist, haben nun forscher um david lazer von der northeastern university in boston untersucht. sie kommen zu dem schluss : nur manchmal. lazer und seine kollegen beobachteten männliche und weibliche versuchspersonen in zwei verschiedenen situationen. im ersten szenario",der begriff menschliche beziehungen ( englisch human social interactions ) bezeichnet in der sozialpsychologie die beziehungen zwischen individuen und gruppen zwischen individuen.
"der eigentlich tropische pilz cryptococcus gattii, der schwere infektionen der lunge auslöst und in nordamerika bereits mehrere menschen getötet hat, kann sich sehr gut an eigentlich ungeeignete klimatische gegebenheiten anpassen. ein team um david engelthaler vom translational genomics research institute in flagstaff zeigte anhand von genomanalysen verschiedener stämme des pilzes, dass der erreger tatsächlich ursprünglich aus dem tropischen südamerika stammt, und sich von dort aus",cryptococcus gattii ( cryptococcus neoformans ) ist eine pflanzenart aus der gattung der schildkröten ( cryptococcus ) innerhalb der familie der schildkröten ( schildkröten ).
"rot am wasserhahn bedeutet heiß, blau dagegen kalt - so haben wir es gelernt. und so betrachten wir eigentlich auch objekte und farben : rot steht für wärme, blau für kühles. und doch scheint unser gehirn in der temperaturwahrnehmung bisweilen durcheinanderzukommen, wie eine studie von hsin - ni ho und seinen kollegen zeigt. der kommunikationsforscher der japanischen telegraph and telephone corporation ließ testteilnehmer in einer extrem dunklen kammer","die englische bezeichnung temperature information ( engl. : temperature information ) ist ein begriff aus der psychometrie. sie beschreibt, wie sich die temperatur eines körpers befindet."
"die natur entwickelt viele strategien, um dem nachwuchs den besten start ins leben zu ermöglichen. eine eher makaber anmutende nestbauweise haben michael staab von der universität freiburg und kollegen in der provinz zhejiang in südostchina gefunden. die neu entdeckte ameisenmauerwespe ( deuteragenia ossarium ) lagert zum schutz ihrer larven ameisenkadaver am rand ihres nests ein. wie alle wegwespen nutzt auch die ameisenmauerwe","die säugetiere ( deuteragenia ustera ), auch säugetiere genannt, sind eine gruppe von säugetierarten aus der familie der säugetiere ( pepsinae ). sie gehören zur familie der säugetiere ( pepsinae )."
"wir hören mit den ohren - doch die nötigen schallwellen nehmen wir auch mit unseren knochen auf und wahr. nun haben max - planck - forscher um tatjana tchumatchenko aus frankfurt entdeckt, dass schwingungen im knochen und im innenohr miteinander gekoppelt sind : sie können sich gegenseitig zur schwingung anregen. die entstehenden vibrationen nehmen wir dann über die so genannten basilarmembran im innenohr als ton wahr","die otoakustische emission ( englisch otoacoustic emission, wbm ) ist ein begriff aus der akustik, der in der akustik verwendet wird."
"ein fünftel aller kinder, die wegen wochenlangem husten einen arzt in großbritannien aufsuchen mussten, könnte keuchhusten haben - ohne dass dies richtig diagnostiziert wird. davor warnen kay wang von der university of oxford und seine kollegen. sie hatten bei 280kindern einen rachenabstrich vorgenommen, die wegen andauerndem husten zum arzt mussten : bei 20prozent wurden sie fündig und wiesen bordetella pertussis, das auslösende bakterium","eine pertussis-infektion ist eine infektionskrankheit, die durch eine infektionskrankheit entsteht. die infektionskrankheit ist eine infektionskrankheit, die durch eine infektionskrankheit verursacht wird."
"stellen sie sich einen 80kilogramm schweren menschen vor, der über 110kilogramm in wenigen millisekunden mit seiner zunge vom boden heben kann, mit diesen worten beschreibt der zoologe thomas kleinteich von der christian - albrechts - universität kiel die extremen kräfte die südamerikanische schmuckhornfrösche der gattung ceratophrys mit ihrer zunge entwickeln können. die amphibien können damit beute fangen und zu sich heranziehen, die schwerer ist als sie","eine schleimhaut ( auch schleimhaut, schleimhaut, schleimhaut, schleimhaut ) ist eine oberflächenschicht, die in einer schleimhaut entsteht. die schleimhaut besteht aus einer schleimhaut und einer schleimhaut. die schleimhaut entsteht durch eine schleimhaut, die durch eine schleimhaut entsteht. die schleimhaut entsteht durch eine schleimhaut, die durch eine schleimhaut"
"arthur, bertha, cristobal, dolly, edouard, fay - so sollen die ersten sechs hurrikane heißen, die in der anstehenden wirbelsturmsaison durch den atlantik ziehen könnten. seit 1979 benennt das us - amerikanische national hurricane center die aufziehenden stürme abwechselnd mit männer - und frauennamen. doch diese praxis müssen die meteorologen eventuell noch einmal überdenken. denn hurrikane mit weiblichem titel werden offen","als hurricanes bezeichnet man in der meteorologie und meteorologie einen hurricane-risiko, der durch einen hurricane-risiko entstanden ist."
"seit der sars - epidemie im jahr2003 kennen mediziner die coronaviren als unterschätzte krankheitserreger. gegen die viren, die gerade im nahen osten auch für das atemwegssyndrom ( mers ) verantwortlich sind, suchten mediziner bisher vergebens nach wirksamen gegenmitteln. ein internationales team um edward trybala von der schwedischen universität göteborg glaubt nun, einen schritt vorangekommen zu sein : sie entdeckten die antivirale chemi","k22 ist ein arzneistoff, der zur behandlung von virusinfektionen eingesetzt wird."
"jedes jahr müssen zahlreiche patienten mit erkrankungen der speiseröhre schwer wiegende operationen über sich ergehen lassen, bei denen ganze abschnitte des organs entfernt und mit darm - oder magengewebe des patienten ersetzt werden. doch der eingriff gilt als schwierig und risikoreich. in einem biotechnischen ansatz ist es wissenschaftlern des karolinska instituts in schweden nun gelungen, das speiseröhrengewebe von ratten zusammen mit stammzellen des ratten","ein oesophagikum ( auch : oesophagikum, oesophagikum oder oesophagikum ) ist ein medizinisches gerät zur behandlung von krebserkrankungen. es handelt sich um eine spezielle form des oesophagikums."
"die zahl der fische im ozean ist deutlich größer als bislang angenommen - zumindest wenn man bestimmte wassertiefen betrachtet. bis zu zehn milliarden tonnen an laternenfischen oder borstenmäulern - eine gruppe, die zu den so genannten großmundfischen gehört - leben demnach in wassertiefen zwischen 200 und 1000metern : zehnmal mehr, als bislang geschätzt wurden, so carlos duarte vom consejo superior de investigaciones científicas","die mesopelagische fischerei ( englisch mesopelagic fishes ) ist ein ozeanisches ökosystem, das sich im ozean befindet."
"der neue vogelgrippeerreger h7n9 hat seit dem frühling dieses jahres in asien mehrere menschen getötet, bevor die behörden die ansteckungsgefahr vor allem durch rigorose kontrollen und die schließung von geflügelmärkten regional unter kontrolle gebracht haben. dennoch bleibt das virus eine bedrohung, meinen nun forscher um nicole bouvier von der icahn school of medicine in mount sinai : ihr team entdeckten einen gegen grippemittel - etwa den als imp",oseltamivir ist ein arzneistoff aus der gruppe der neuraminidase.
"etwa ein drittel aller entenmuscheln im ostpazifik hat plastikteile im verdauungstrakt. das stellten miriam goldstein, vormals university of california in san diego und deb goodwin von der sea education association in woods hole bei untersuchungen an tieren aus dem subtropischen strömungswirbel zwischen dem nordamerikanischen festland und hawaii. anders als wirbeltiere können die sesshaften tiere die gefressenen plastikteile jedoch wieder ausscheiden, die dadurch in die tiefsee sinken.","die plastizität ( englisch plastic ingestion ) ist ein begriff aus der biologie, der sich mit der gewinnung von kunststoffen befasst."
"welche bakterien sich in unserem mund tummeln, hängt unter anderem davon ab, was wir essen und wie häufig wir uns die zähne putzen. doch auch die gene spielen eine rolle, sagen forscher um purnima kumar von der ohio state university in columbus. ihr team hat die mundflora von 100probanden unterschiedlicher ethnischer abstammung - afroamerikaner, weiße, latinos und chinesen - untersucht. dabei stellte sich heraus, dass bei je","die orale mikrobiologie ( auch orale mikrobiologie ) ist ein teilgebiet der medizin. sie beschäftigt sich mit den infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten, infektionskrankheiten"
"die nulllinie im elektroenzephalogramm ( eeg ) steht für die so genannte hirnelektrische stille - den zustand, in dem jegliche kortikale aktivität erloschen ist. eine solche isoelektrische linie tritt normalerweise bei schwer komatösen patienten auf und ist häufig mit einem irreversiblen ausfall der hirnaktivität verbunden. wissenschaftler von der université de montreal in kanada haben nun bei katzen in sehr tiefem koma eeg - signale jenseits der","die elektroenzephalographie ( englisch electroencephalogram, eeg ) ist ein verfahren zur untersuchung der elektrischen aktivität des gehirns. die elektroenzephalographie beschreibt die aktivität des gehirns während der entstehung des gehirns. die elektroenzephalographie untersucht die aktivität des gehirns während der entstehung des gehirns. die elektroenzephalographie untersucht die aktivität des gehirns während der entstehung des gehirn"
"giftige und biologisch nicht abbaubare materialien sind ein zunehmendes problem in elektronischen geräten. dabei könnten rohstoffe aus der natur sie gelegentlich gut ersetzen - etwa spinnenseide, die flexibel und stabil zugleich ist. jetzt gelang forschern, spinnfäden durch die beschichtung von nanoröhrchen elektrisch leitfähig zu machen. damit könnten in zukunft schaltkreise und leiter gebaut werden, hoffen wissenschaftler vom national high magnetic field laboratory in talla","spider-silbe ( englisch spider silk ) ist ein verfahren der elektrotechnik, bei dem spider-silbe ( ss ), auch spider-silbe ( ss ) oder spider-silbe ( ss ) genannt wird."
"die malariamücke ( anopheles gambiae ) infiziert ihre menschlichen opfer überwiegend nachts mit ihren plasmodien, den gefährlichen krankheitserregern. laut aktueller forschung findet sie uns menschen nach sonnenuntergang am besten - denn ihr geruchssinn ist in der nacht empfindlicher für menschliche duftstoffe als tagsüber. das hat jetzt das forscherteam um giles duffield vom institute for global health der university of notre dame's eck","anopheles gambiae ( auch anopheles gambiae ) ist ein us-amerikanischer biologe, der sich mit der entwicklung des afrikanischen malariaviruses anopheles gambiae befasst."
"frequenzen gehören zum präzisesten, was ingenieure heute messen können. und die zuverlässigsten signale, die natur und technik zu bieten haben, ist die elektromagnetische strahlung, die ein gebundenes elektron absorbiert oder emittiert, wenn es von einem energieniveau auf ein anderes springt. daher nutzen physiker diese schwingungen seit 1967 zur definition der zeit : demnach beträgt eine sekunde genau das 9192631770 - fache der periodendauer, der","die ephemeriszeit, auch ephemeriszeit genannt, ist die zeit der ephemeriszeit. sie ist die erste zeit der ephemeriszeit."
"wie bienen mit den unzähligen artgenossen kommunizieren, mit denen sie auf engstem raum zusammenleben, wird seit langem akribisch untersucht. die experimente eines forscherteams um lesley rodgers von der university of new england im australischen armidale zeigen nun, dass honigbienen bei ihren artgenossen sehr darauf achten, mit welcher antenne sie begrüßt werden. die wissenschaftler amputierten einzelnen individuen die jeweils rechte oder linke antenne und konfront","der begriff lateralismus bezeichnet in der psychologie die fähigkeit, die soziale beziehungen zwischen den anderen menschen zu beschreiben. der begriff wird in der psychologie verwendet, um die fähigkeit, die soziale beziehungen zu verbessern. der begriff lateralismus wird in der psychologie verwendet, um die fähigkeit, die soziale beziehungen zu verbessern. der begriff lateralismus beschreibt die fähigkeit, die soziale beziehungen zu verbessern."
"wenn es um paarung geht, sind weibliche erdbeerfrösche ( oophaga pumilio ; ehemals dendrobates pumilio ) nicht wählerisch : ob die männchen einen anziehenden gesang oder eine prächtige färbung haben, scheint den weibchen gar nicht wichtig - sie nehmen einfach den nächstbesten. soweit zumindest das zwischenfazit von froschforschern, die die tiere jahrelang im freiland von costa rica beobachtet haben. das","männliche verhaltensweisen ( auch männliche verhaltensweisen, männliche verhaltensweisen ) sind verhaltensweisen, bei denen männliche verhaltensweisen bestimmt werden. männliche verhaltensweisen werden auch als verhaltensregeln bezeichnet. männliche verhaltensweisen werden auch als verhaltensregeln bezeichnet."
"bei winterschlaf denkt man zuerst an braunbären, siebenschläfer oder igel. doch auch in den tropen überstehen verschiedene wirbeltierarten ungünstige jahreszeiten, indem sie in eine ruhestarre fallen - mit dem fettschwanzmaki ( cheirogaleus medius ) aus madagaskar befand sich darunter bislang aber nur eine primatenspezies. nun haben marina blanco vom duke lemur center in durham und ihre kollegen jedoch entdeckt, dass noch zwei","die hibernacula ( auch hibernacula ) ist ein begriff aus der biologie, der sich mit der entstehung von säugetieren befasst. die hibernacula beschreibt einen zeitraum von etwa 1040 bis 1040 bis 1040 cm tiefen zeitraum. die hibernacula wird auch als hibernacula bezeichnet. die hibernacula wird auch als hibernacula bezeichnet. die hibernacula wird auch als hibernacula bezeichnet. die hiber"
"wissenschaftler haben zum ersten mal sinnvolle informationen von einem gehirn direkt in ein anderes übertragen. wie das team um miguel nicolelis von der duke university im us - amerikanischen durham berichtet, könnte dies ein erster schritt auf dem weg zu einem echten hirn - hirn - interface sein. eine solche schnittstelle dürfte völlig neuartige formen der kommunikation ermöglichen, vor allem aber neue einblicke in die arbeitsweise unseres denkorgans liefern",die brain-to-brain interface ( btbi ) ist eine methode zur datenübertragung von verhaltensbezogenen informationen zwischen zwei tierarten. sie wurde von ralph hartley und ralph hartley entwickelt.
