reference,system
"basic english oder einfaches englisch ist eine von charles kay ogden geschaffene vereinfachte form der englischen sprache mit stark verkleinertem vokabular. die englischvariante wird manchmal auch als plansprache bezeichnet, da diese form des englischen einst als welthilfssprache dienen sollte. es ist nicht mit dem formal ähnlichen, jedoch für ein sehr spezielles anwendungsgebiet geschaffenen simplified english zu verwechseln. basic ist die abkürzung für british american scientific international commercial (","basic english ( auch basic english ) ist eine sprachwissenschaft, die sich mit der linguistik und der linguistik beschäftigt."
"randori ( japanisch 乱取り, wörtlich : das chaos nehmen ) ist eine übungsform des kampfes im budō, den japanischen kampfkünsten. sinngemäß steht dabei der übungskampf randori dem shiai − dem eigentlichen wettkampf − gegenüber. beim randori geht es nicht um gewinnen oder verlieren, sondern darum die zuvor erlernten techniken im fluss des kampfes anwenden zu lernen.","randori ( jap. randori, auch : randori ) ist ein begriff aus der verteidigung, bei dem die verteidigung eines gegners, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung, einer verteidigung oder einer"
"die manhattan bridge ist eine hängebrücke in new york city, die den east river überquert und die beiden stadtteile lower manhattan ( chinatown ) und brooklyn miteinander verbindet. die am 31. dezember 1909 eröffnete, aber erst einige monate später fertiggestellte brücke war nach der brooklyn bridge und der williamsburg bridge die letzte der drei über den east river gebauten hängebrücken. auf ihren zwei ebenen hat sie heute insgesamt vier gleise der new york","die manhattan bridge ( englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge, englisch manhattan bridge ) ist"
"über sinn und bedeutung ist ein 1892 erschienener aufsatz von gottlob frege. frege erläutert darin die grundbegriffe seiner sprachphilosophie. die abhandlung wurde auch in der linguistik, speziell in der semantik, rezipiert ( vgl. lyons 1980 ).","der begriff begriffsschrift ( auch begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffsschrift, begriffs"
"leon schidlowsky ( * 21. juli 1931 in santiago de chile ) ist ein chilenisch-israelischer komponist und maler. er schreibt werke für orchester, kammerensemble, chor und für einzelne instrumente. außerdem komponierte er ca. 65 musikalische werke mit graphischer notation. seine musikalischen werke wurden in verschiedenen ländern aufgeführt. durch verschiedene musikalische gruppierungen, solisten und orchester sowie dirigenten wurden seine werke","ervaiztóra, auch ervaiztóra oder ervaiztóra genannt, ist ein us-amerikanischer schriftsteller."
"die begriffe mikrobiom und mikrobiota ( griechisch μικρός mikrós ‚klein ‘, griechisch βίος bios ‚leben ‘ ) bezeichnen im weitesten sinn die gesamtheit aller mikroorganismen der erde ( biom ), welche die erdkruste, die gewässer und die erdatmosphäre besiedeln. im engeren sinn ist die gesamtheit aller den menschen oder andere lebewesen besiedelnden mikroorganismen gemeint.","die mikrobiologie ist ein teilgebiet der biologie, das sich mit der entwicklung und entwicklung von mikroorganismen beschäftigt. die mikrobiologie beschäftigt sich mit der entwicklung und entwicklung von mikroorganismen. die mikrobiologie beschäftigt sich mit der entwicklung und entwicklung von mikroorganismen. die mikrobiologie beschäftigt sich mit der entwicklung und entwicklung von mikroorganismen. die mikrobiologie beschäftigt sich mit der entwicklung und entwicklung von mikroorganismen. die mikrobiologie beschäftigt sich mit der entwicklung"
"die aleph-funktion, benannt nach dem ersten buchstaben des hebräischen alphabets und auch als א { \displaystyle \aleph } geschrieben, ist eine in der mengenlehre, genauer in der theorie der kardinalzahlen, verwendete aufzählung aller unendlichen kardinalzahlen.","die aleph-funktion ( auch aleph-funktion oder aleph-funktion ) ist ein begriff aus der mathematik. sie beschreibt die funktion einer zahlenzahl, die in einem bestimmten zustand einer bestimmten zahlenzahl verwendet wird."
"der rote kamm ist ein einschlagkrater mittlerer größe in der namib im süden namibias innerhalb des tsau-ǁkhaeb- ( sperrgebiet ) -nationalparks ( ehemals diamantensperrgebiet ), in der region ǁkaras. der krater hat einen durchmesser von etwa 2,5 kilometer und ist etwa 130 meter tief, wobei er mit einer etwa 100 meter dicken sandschicht bedeckt ist. das alter des kraters wird auf etwa 3,7 ( ± 0,3 ) millionen jahre","der eolian-krater, auch eolian-krater genannt, ist ein krater, der im nordwesten der stadt washington, d.c. im zentrum der stadt washington, d.c. befindet sich im zentrum der stadt washington, d.c.."
"die floriana lines sind eine befestigungsanlage auf malta. ihr bau wurde 1635 durch pietro paolo floriana unter der herrschaft des großmeisters antoine de paule begonnen und erst im 18. jahrhundert abgeschlossen. nach dem sieg über die osmanischen belagerer in der großen belagerung wurde ab 1566 auf der halbinsel scibereas die befestigte stadt valletta errichtet. auf drei seiten von wasser umgeben, wurde die stadt nach süden von der valetta land front abgeschlossen. süd",die stadt valletta ist eine stadt in der stadt valletta. sie befindet sich in der stadt valletta.
"umgekehrte diskriminierung ( engl. reverse discrimination ) bezeichnet die diskriminierung von mitgliedern einer als bevorteilt erachteten zugunsten einer als benachteiligt erachteten gruppe. sie ist nicht mit der positiven diskriminierung zu verwechseln, bei der eine benachteiligt geltende gruppe bevorteilt wird.","der begriff reverse diskrimination ( englisch : reverse discrimination ) bezeichnet in der wirtschaftswissenschaft die frage, dass ein bestimmtes verhalten einer person oder einer anderen person, einer person oder einer person, einer person oder einer anderen person oder einer person, einer person oder einer anderen person oder einer person, einer person oder einer anderen person oder einer person, einer person oder einer anderen person oder einer anderen person oder einer anderen person,"
die biografieforschung ist in der soziologie und erziehungswissenschaft ein forschungsansatz der qualitativen sozialforschung. biografieforschung befasst sich mit der rekonstruktion von lebensverläufen und sinnkonstruktionen auf der basis biografischer erzählungen oder persönlicher dokumente. das textmaterial kann auch aus interviewprotokollen in schriftlicher form bestehen. diese protokolle werden nach bestimmten regeln ausgewertet und interpretiert.,"die biographische forschung ( auch biographische forschung ) ist eine forschungsmethode, die sich mit der untersuchung, untersuchung und untersuchung von verhaltensweisen beschäftigt. die biographische forschung beschäftigt sich mit der untersuchung von verhaltensweisen, verhaltensweisen und verhaltensweisen. die biographische forschung beschäftigt sich mit der untersuchung von verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen, verhaltensweisen und verhaltens"
"alexei alexandrowitsch starobinski ( russisch алексей александрович старобинский, englische transkription starobinsky ; * 19. april 1948 in moskau ) ist ein russischer astrophysiker und kosmologe.","alan guth ( russisch alan guth, auch alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth, alan guth"
"unter makroevolution versteht man evolutionäre großübergänge, die über artgrenzen hinaus stattfinden und zur entstehung neuer taxa wie gattungen, familien, ordnungen, klassen oder stämme führen. diese dokumentierten abstammungsprozesse haben auf der ebene komplex gebauter organismen oder aquatischer einzeller stattgefunden.","die makroevolution ( von altgriechisch μέλος μέλος μέλος μέλος μέλος μέλος, deutsch ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘, ‚verändert ‘"
"als cheftaste ( auch boss-key, when-the-boss-comes-by-key oder anti-boss-key genannt ) wird eine funktion ( meistens eine tastenkombination ) in einem computerprogramm bezeichnet, die verhindern soll, dass eine person, die neben dem monitor steht, erkennen kann, dass dieses programm ausgeführt wird. dazu wird das bildschirmbild des programms kurzzeitig durch ein anderes bild ( zum beispiel das bild einer tabellenkalkulation ) ersetzt","ein boss key ( auch boss key ) ist ein begriff aus der informatik, der dazu dient, einen benutzer zu speichern."
"kamland ( kamioka liquid scintillator antineutrino detector ) ist ein japanisches neutrino-experiment in einem ehemaligen bergwerk nahe kamioka und gehört dort wie kamiokande und dessen nachfolger super-kamiokande zum kamioka-observatorium. es dient der beobachtung von elektronen-antineutrinos und besteht aus einem ballon mit szintillator-flüssigkeit von 13 m durchmesser, der von photomultipliern umgeben ist die detektion der antineutrinos erfolgt über ν ̄","die kamland-zen-doppelbeta-untersuchung ( auch kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kamland-pico-test, kam"
"die gemeinsame agrarpolitik ( gap ) ist ein politikbereich der europäischen union. sie gehört zu den ältesten und finanziell bedeutendsten politikfeldern der eu. die sechs gründungsmitglieder der europäischen gemeinschaften einigten sich mit unterzeichnung der römischen verträge 1957 auf die vergemeinschaftung der landwirtschaftspolitik, die 1962 in kraft trat. die gap unterstützte landwirte ursprünglich über preisgarantien. staatliche stellen kauften produkte, die für den garantierten preis ( intervention","das european commissioner for agriculture ( cap ) ist ein vertrag der europäischen regierung. es handelt sich um ein vertrag, das sich mit der entwicklung der agrarwirtschaft beschäftigt. es handelt sich dabei um einen vertrag, bei dem die entwicklung der agrarwirtschaft, der agrarwirtschaft, der agrarwirtschaft, der agrarwirtschaft, der agrarwirtschaft, der agrarwirtschaft, der agrarwirtschaft, der agrarwirtschaft, der agrarwirtschaft, der agrarwirtschaft"
"jimmy donal „ jimbo “ wales ( * 7. august 1966 in huntsville, alabama ) ist ein us-amerikanischer internet-unternehmer, der vor allem als mitbegründer der online-enzyklopädie wikipedia bekannt wurde.","richard bomis ( * 7. august 1981 in huntsville, alabama ) ist ein us-amerikanischer informatiker."
der japanische hundszahn ( erythronium japonicum ) ist eine pflanzenart aus der familie der liliengewächse ( liliaceae ).,erythronium japonicum ( erythronium japonicum ) ist eine pflanzenart aus der gattung der erythronium ( erythronium ) innerhalb der familie der erythroniumgewächse ( erythronium ) innerhalb der familie der erythroniumgewächse ( erythronium ) innerhalb der familie der erythroniumgewächse ( erythronium ).
"sterile-insekten-technik ( englisch sterile insect technology, sit ), auch autozidmethode oder selbstvernichtungsverfahren genannt, ist eine methode, um populationen von schadinsekten mittels einer großen anzahl steriler individuen zu dezimieren oder auszurotten. die künstlich produzierten und sterilisierten individuen werden im zielgebiet freigelassen, paaren sich mit fertilen weibchen und senken die wahrscheinlichkeit, dass erfolgreich nachkommen gezeugt werden. die wirkung","die sterile insektenmethode ( sit ), auch sterile insektenmethode oder sterile insektenmethode, ist eine methode zur erzeugung von sterilen insekten. sie wurde von raymond bushland und raymond bushland und raymond bushland entwickelt. die methode wurde von raymond bushland und raymond bushland und raymond bushland und raymond bushland entwickelt."
"als stridulation wird eine spezielle form der lauterzeugung durch reiben zweier gegeneinander beweglicher körperteile bezeichnet, die vor allem bei insekten und spinnen zu beobachten ist. sie dient der innerartlichen kommunikation. bei anderen klassen ist stridulation nur selten anzutreffen. unter den säugetieren verständigen sich beispielsweise die streifentenreks im unübersichtlichen urwald durch aneinanderreiben spezieller stacheln. unter den höheren krebsen ist bei der westatlantischen reitkrabbe","als schallerzeugung ( auch schallerzeugung ) bezeichnet man die erzeugung einer schallerzeugung, bei der die schallerzeugung eines körpers erzeugt wird. die schallerzeugung erfolgt durch eine schallerzeugung."
"der hausbock ( hylotrupes bajulus, auch balkenbock oder großer holzwurm ) ist ein vertreter der bockkäfer ( cerambycidae ) der gattung hylotrupes. ( dieses wort ist zusammengesetzt aus ( gr. ) hyle → holz und einer latinisierten form von trypetes → bohr ( end ) er ; baiulus ( lat. ) ist ein träger. )",die elytra ( hylotrupes ) ist eine pflanzenart aus der gattung der elytra. sie ist eine pflanzenart aus der gattung der elytra.
ein analogsignal ist im rahmen der signaltheorie eine form eines signals mit stufenlosem und unterbrechungsfreiem verlauf. ein analogsignal wird als glatte funktion beschrieben und es lässt sich damit beispielsweise der zeitlich kontinuierliche verlauf einer physikalischen größe wie der schalldruck in form eines analogen audiosignals beschreiben. der wertebereich eines analogsignals wird als dynamikumfang bezeichnet.,"ein analoges signal ( auch analoges signal ) ist ein signal, das in einem digitalen signal erzeugt wird."
"der begriff dataspace bzw. datenraum bezeichnet einen relativ jungen ansatz zur informationsintegration, mit dessen hilfe problematiken sowohl physischer als auch virtueller integrationsansätze gelöst werden sollen. um den erstellungsaufwand einer integrationsarchitektur gering zu halten, wird bei dataspaces keine feste zielstruktur vorab benötigt. stattdessen kommen existierende matching- und mapping-techniken zur anwendung, um daten unabhängig vom grad der integration in einem system zur verfügung zu","ein datenraum ( auch datenraum, datenraum, datenraum, datenraum, datenraum, datenraum, datenraum, datenraum, datenraum, datenraum, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank, datenbank,"
"der dichtblättrige schwärz-täubling ( russula densifolia ) ist ein ungenießbarer pilz familie der täublingsverwandten ( russulaceae ). der festfleischige, mittelgroße täubling hat dichtstehende lamellen und ist im alter gräulich- oder bräunlich-schwarz gefärbt. das fleisch färbt sich beim anschneiden erst rötlich und dann grau-schwärzlich.",die russula densifolia ( russula densifolia ) ist eine pflanzenart aus der gattung der russula.
"beim retinalen arterienverschluss kommt es zum verschluss der zentralarterie der netzhaut ( arteria centralis retinae ) des auges. es folgt ein sauerstoffmangel der netzhaut. symptom ist die plötzliche schmerzlose erblindung auf einem auge ca. 30 sekunden nach dem verschlussereignis. ursache für den verschluss ist ein eingeschwemmtes blutgerinnsel ( embolie ), das meistens aus einer halsarterie stammt oder im rahmen","die amaurose fugax ist eine seltene erkrankung, bei der die anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl"
"die misox-schwankung ( im anglo-amerikanischen raum 8.2 kiloyear event genannt ) war eine scharf abgegrenzte, relativ kurzfristige klimaveränderung rund 8200 jahre before present. der name leitet sich vom tal misox in den schweizer alpen ab, in dessen ablagerungen sie im jahre 1960 vom schweizer botaniker heinrich zoller ( 1923–2009 ) erstmals nachgewiesen wurde. im zuge der misox-schwankung kam es im mesolithischen mittel-, nord- und westeuropa im","das 8.2-kilojahr-ereignis ist ein ereignis, bei dem die ereignisse in der erde, insbesondere in der ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanischen ozeanen"
"unter testautomatisierung ( auch testautomation ) ist die automatisierung von aktivitäten im test zu verstehen, sowohl beim softwaretest als auch beim automatisierten test von hardware, dem hardwaretest.","ein test automation ( englisch test automation, api ) ist ein verfahren zur steuerung von prozessen, prozessen und prozessen. es handelt sich um einen prozess, bei dem prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse, prozesse,"
"die schule birklehof ist ein reformpädagogisches internat und gymnasium mit ganzheitlichem schulkonzept in hinterzarten, südschwarzwald. der birklehof gehört der round square conference an, einem internationalen zusammenschluss von internatsschulen mit gemeinsamer zielsetzung. diese schulen unternehmen zusammen internationale soziale projekte und pflegen schüleraustausch quer über alle kontinente. außerdem ist der birklehof mitglied in der internate vereinigung sowie im schulverbund blick über den zaun","die birklehof-schule ( auch birklehof-schule ) ist eine pädagogische schule in breitnau, schottland."
"die hilbert-transformation ist in der funktionalanalysis, einem teilgebiet der mathematik, eine lineare integraltransformation. sie ist nach david hilbert benannt, welcher sie anfang des 20. jahrhunderts bei arbeiten am riemann-hilbert-problem für holomorphe funktionen formulierte. sie wird im bereich der fourier-transformation und der fourieranalyse angewendet. weitere anwendungsgebiete liegen im bereich der signalverarbeitung, bei der sie dazu dient, aus einem reellen","die hilbert-transformation ( auch hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation, hilbert-transformation"
"ein operator ist eine mathematische vorschrift ( ein kalkül ), durch die man aus mathematischen objekten neue objekte bilden kann. er kann eine standardisierte funktion oder eine vorschrift über funktionen sein. anwendung finden die operatoren bei rechenoperationen, also bei manuellen oder bei maschinellen berechnungen.","ein linearer operator ( auch linearer operator ) ist ein begriff aus der quantenmechanik, der sich mit der algebraischen algebra beschäftigt."
"der barker-code ist ein in der nachrichtentechnik verwendeter binärcode mit minimaler autokorrelation, welcher im bereich der synchronisation und radartechnik verwendung findet. er wurde 1953 von r. h. barker entwickelt.","ein barker-code ( auch barker-code oder barker-code genannt ) ist ein algorithmus, das in der nachrichtentechnik verwendet wird."
"meloxicam ist ein arzneistoff, genauer ein nichtsteroidales antirheumatikum ( nsar, nsaid ) aus der gruppe der oxicame. es ist ein hellgelbes, in wasser nahezu unlösliches pulver.",meloxikam ist ein arzneistoff aus der gruppe der aminosäuren.
"sir peter l. knight, frs, ( * 12. august 1947 in bedford, bedfordshire ) ist ein britischer theoretischer physiker, der sich mit quantenoptik, atomphysik und quanteninformatik beschäftigt. knight wurde an der sussex university promoviert und war als post-doktorand 1972 bis 1974 bei joseph h. eberly an der university of rochester und am slac. 1976 war er an der johns hopkins university und danach am royal holloway college der universität london und ab 1979 am","william william knight ( * 22. juni 1941 in bedford, maryland ) ist ein britischer physiker. knight studierte physik an der university of bedford mit dem bachelor-abschluss 1982 und wurde 1983 an der university of bedford promoviert. danach war er an der university of california, berkeley und an der university of california, berkeley. danach war er an der university of california, berkeley und an der university of california, berkeley. danach war er an der university of california, berkeley"
"das sonnensystem umfasst die sonne, die sie umkreisenden planeten und deren natürliche satelliten, die zwergplaneten und andere kleinkörper wie kometen, asteroiden und meteoroiden sowie die gesamtheit aller gas- und staubteilchen, die durch die anziehungskraft der sonne an diese gebunden sind. zum sonnensystem gehört auch die erde.","der sonnensystem, auch sonnensystem genannt, ist ein sonnensystem, das sich im sternbild sonnensystem befindet. der sonnensystem befindet sich im sternbild sonnensystem. der sonnensystem befindet sich im sternbild sonnensystem. der sonnensystem befindet sich im sternbild sonnensystem. der sonnensystem befindet sich im sternbild sonnensystem. der sonnensystem befindet sich im"
"einer theorie nach kann die normalisierte google-distanz ( engl. normalized google distance, kurz ngd ) als statistische größe für die semantische nähe zweier begriffe oder semantischer konzepte dienen. sie wird über die anzahl der treffer ermittelt, die für zwei in die suchmaschine google eingegebene begriffe gefunden werden, sprich die anzahl der dokumente, welche beide begriffe enthalten. die ngd liegt normalerweise zwischen 0 und 1,","der triangle property ( englisch triangle property, englisch triangle property, englisch triangle property, englisch triangle property, englisch triangle property, englisch triangle property ) ist eine methode zur bestimmung der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der anzahl der"
"carolina michaëlis de vasconcelos ( * 15. märz 1851 als karoline michaelis in berlin ; † 18. november 1925 in porto ) war eine deutsche und portugiesische romanistin, sie wird zu den gelehrtesten philologen der hispanistik und lusitanistik gezählt. karoline michaelis war mit dem portugiesischen historiker sowie kunst- und musikschriftsteller joaquim antónio da fonseca de vasconcelos verheiratet.","michaelis michaëlis, auch michaelis michaëlis, ist eine portugiesische schriftstellerin."
"geosat ( geodetic satellite ) war ein erdbeobachtungssatellit der us navy, der mit einem radar-altimeter ausgerüstet war und der satellitengeodäsie und der ozeantopographie diente. der satellit wurde am 12. märz 1985 auf einer abgerüsteten und zum satellitenträger umgebauten atlas-e-interkontinentalrakete von der vandenberg afb in einen polaren erdorbit ( 757 × 814 km, 108,1° ) gestartet.","gfo ist ein us-amerikanischer raumfahrtdienst, der am 30. juni 2008 von vandenberg entdeckt wurde. gfo wurde von der us-amerikanischen raumfahrtbehörde vandenberg entdeckt. gfo wurde am 30. juni 2008 von der us-amerikanischen raumfahrtbehörde vandenberg entdeckt."
"das dahomey gap ( auch dahomey corridor ) ist eine trockenzone an der guineaküste westafrikas, die sich von südost-togo und mittel-benin bis nach west-nigeria erstreckt. sie schließt sich an eine küstennahe trockenzone im bereich ghanas und togos ( ghana dry zone ) an und bildet einen fast waldfreien savannen-korridor, der zwischen westlich und östlich davon liegenden immergrünen tropischen regenwäldern eingebette",die dahomey-grenze ( auch dahomey-grenze oder dahomey-grenze genannt ) ist eine grenze zwischen afrika und südafrika. sie liegt zwischen afrika und südafrika.
"die amman citadel inscription ist eine inschrift in ammonitischer sprache, die 1961 auf dem zitadellenhügel von amman, dem dschebel al-qala'a, in einem eisenzeitlichen kontext gefunden wurde. die inschrift befindet sich heute im archäologischen museum in amman.","ṭēt ( arabisch ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭēt, dmg ṭ"
"ein gewässer ist in der natur fließendes oder stehendes wasser. es ist in den natürlichen wasserkreislauf eingebunden. die lehre von den oberirdischen gewässern ist die hydrologie, eingeteilt in limnologie ( binnengewässerkunde ) und ozeanografie ( meereskunde ). die lehre von den unterirdischen gewässern ist die hydrogeologie.","ein wasser ist ein wasser, das in einem tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen, tiefen"
"die eröffnung ist die erste phase einer schachpartie. sie umfasst etwa die ersten 10 bis 15 züge einer partie und endet nach der entwicklung der figuren ; es schließt sich das mittelspiel an. je nachdem, welche steine zuerst gezogen werden, spricht man von einer offenen, halboffenen oder geschlossenen partie.","der begriff open play ( englisch open play ) bezeichnet in der spieltheorie eine methode, bei der ein spieler einen bestimmten raum spielt. der begriff open play wird in der spieltheorie verwendet, um einen bestimmten raum zu spielen. der begriff open play bezeichnet in der spieltheorie die möglichkeit, einen bestimmten raum zu spielen, um einen bestimmten raum zu spielen. der begriff open play wird auch als open play bezeichnet. in der spieltheorie"
